outage_id,feeder_id,region_id,asset_id,outage_start,outage_end,duration_minutes,customers_interrupted,critical_customers_interrupted,cause_category,saidi_minutes,saifi_count,crew_response_minutes,restoration_notes
OUT-0002030,FDR-SEQ-0037,REG-SEQ,,2026-01-29T09:05,2026-01-29T10:55,110,842,23,storm,59.37,0.5397,14,Helicopter inspection required.
OUT-0002031,FDR-CQI-0100,REG-CQI,AST-CQI-POL-005619,2024-10-02T23:10,2024-10-03T02:24,194,25,2,lightning,17.64,0.0909,103,Helicopter inspection required.
OUT-0002032,FDR--RW-0127,REG-RW,AST--RW-POL-007857,2023-11-14T12:26,2023-11-14T17:56,330,91,0,storm,111.22,0.337,139,Helicopter inspection required.
OUT-0002033,FDR-TSV-0084,REG-TSV,,2026-01-27T17:59,2026-01-27T19:52,113,499,2,vegetation,61.49,0.5442,91,Switched to alternate feeder during restoration.
OUT-0002034,FDR-SEQ-0019,REG-SEQ,AST-SEQ-POL-001012,2025-03-24T09:23,2025-03-24T11:54,151,496,14,equipment_failure,69.54,0.4605,43,Helicopter inspection required.
OUT-0002035,FDR-SEQ-0002,REG-SEQ,AST-SEQ-TRA-000080,2026-03-25T13:45,2026-03-25T16:19,154,117,5,storm,73.54,0.4776,64,Storm cell passed through feeder.
OUT-0002036,FDR-TSV-0085,REG-TSV,,2024-08-15T00:28,2024-08-15T02:11,103,705,14,vehicle_impact,40.16,0.3899,89,Vegetation contact confirmed at span.
OUT-0002037,FDR-TSV-0076,REG-TSV,,2025-09-01T12:38,2025-09-01T14:31,113,664,6,storm,62.63,0.5543,71,Crew rerouted via alternate access track.
OUT-0002038,FDR--RW-0114,REG-RW,AST--RW-POL-006639,2024-07-18T07:21,2024-07-18T12:36,315,71,1,vegetation,103.54,0.3287,117,Restoration delayed by access issues.
OUT-0002039,FDR-TSV-0086,REG-TSV,,2025-09-02T19:38,2025-09-02T22:38,180,807,7,vehicle_impact,126.09,0.7005,71,Switched to alternate feeder during restoration.
OUT-0002040,FDR-TSV-0067,REG-TSV,AST-TSV-POL-003490,2025-01-29T11:27,2025-01-29T14:07,160,252,1,flood,58.1,0.3631,54,Storm cell passed through feeder.
OUT-0002041,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004513,2025-01-06T21:14,2025-01-07T00:31,197,90,0,lightning,40.48,0.2055,90,Lightning strike at substation transformer.
OUT-0002042,FDR-MKY-0046,REG-MKY,,2024-10-12T01:28,2024-10-12T05:37,249,573,3,flood,143.25,0.5753,97,Switched to alternate feeder during restoration.
OUT-0002043,FDR-TSV-0088,REG-TSV,,2023-07-26T21:53,2023-07-27T02:11,258,109,0,storm,141.32,0.5477,46,Switched to alternate feeder during restoration.
OUT-0002044,FDR-TSV-0079,REG-TSV,AST-TSV-CON-004237,2023-09-18T20:42,2023-09-18T23:46,184,192,5,vegetation,92.48,0.5026,39,Lightning strike at substation transformer.
OUT-0002045,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002644,2024-04-07T02:05,2024-04-07T06:44,279,169,3,planned,94.87,0.34,84,Storm cell passed through feeder.
OUT-0002046,FDR-MKY-0044,REG-MKY,,2024-03-21T23:09,2024-03-22T03:08,239,410,3,equipment_failure,148.02,0.6193,109,Helicopter inspection required.
OUT-0002047,FDR-TSV-0085,REG-TSV,,2025-07-29T21:03,2025-07-30T00:47,224,545,7,vegetation,67.52,0.3014,85,Storm cell passed through feeder.
OUT-0002048,FDR-MKY-0060,REG-MKY,AST-MKY-CON-003102,2026-05-11T20:58,2026-05-12T02:12,314,277,1,vehicle_impact,188.67,0.6009,96,Crew rerouted via alternate access track.
OUT-0002049,FDR-TSV-0067,REG-TSV,,2026-01-13T22:37,2026-01-14T04:36,359,453,5,unknown,234.33,0.6527,109,Lightning strike at substation transformer.
OUT-0002050,FDR-TSV-0080,REG-TSV,AST-TSV-POL-004322,2024-03-22T11:01,2024-03-22T16:05,304,48,1,flood,31.11,0.1023,100,Lightning strike at substation transformer.
OUT-0002051,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002495,2024-08-15T17:58,2024-08-15T23:20,322,261,7,flood,65.76,0.2042,39,Lightning strike at substation transformer.
OUT-0002052,FDR-TSV-0078,REG-TSV,AST-TSV-POL-004165,2024-02-26T13:25,2024-02-26T17:55,270,558,9,storm,120.53,0.4464,133,Crew rerouted via alternate access track.
OUT-0002053,FDR-TSV-0075,REG-TSV,,2024-11-09T05:26,2024-11-09T10:12,286,48,5,lightning,54.48,0.1905,111,Storm cell passed through feeder.
OUT-0002054,FDR-MKY-0057,REG-MKY,,2026-04-17T00:40,2026-04-17T04:51,251,252,7,storm,66.3,0.2642,86,Crew rerouted via alternate access track.
OUT-0002055,FDR-MKY-0063,REG-MKY,,2024-02-24T09:38,2024-02-24T15:06,328,251,5,storm,86.12,0.2626,85,Storm cell passed through feeder.
OUT-0002056,FDR-MKY-0060,REG-MKY,AST-MKY-POL-003096,2023-09-19T05:05,2023-09-19T08:00,175,151,2,flood,57.32,0.3275,62,Lightning strike at substation transformer.
OUT-0002057,FDR-MKY-0043,REG-MKY,AST-MKY-TRA-002189,2025-02-27T23:19,2025-02-28T00:45,86,589,9,flood,46.95,0.5459,69,Vegetation contact confirmed at span.
OUT-0002058,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003602,2023-07-17T05:24,2023-07-17T09:59,275,260,2,storm,169.03,0.6147,72,Storm cell passed through feeder.
OUT-0002059,FDR-TSV-0080,REG-TSV,AST-TSV-POL-004298,2026-03-04T16:00,2026-03-04T17:51,111,175,4,vegetation,41.42,0.3731,90,Storm cell passed through feeder.
OUT-0002060,FDR-TSV-0065,REG-TSV,AST-TSV-POL-003335,2025-08-09T02:23,2025-08-09T06:46,263,53,1,flood,72.22,0.2746,109,Lightning strike at substation transformer.
OUT-0002061,FDR-TSV-0080,REG-TSV,AST-TSV-POL-004322,2025-07-29T02:57,2025-07-29T04:54,117,163,5,flood,40.66,0.3475,54,Lightning strike at substation transformer.
OUT-0002062,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004666,2024-10-13T21:46,2024-10-14T01:51,245,464,14,vegetation,62.88,0.2566,88,Storm cell passed through feeder.
OUT-0002063,FDR-TSV-0074,REG-TSV,,2023-08-06T23:25,2023-08-07T03:08,223,368,4,unknown,151.69,0.6802,107,Crew rerouted via alternate access track.
OUT-0002064,FDR-TSV-0075,REG-TSV,AST-TSV-CON-003962,2024-08-28T07:01,2024-08-28T10:29,208,64,2,storm,52.83,0.254,59,Restoration delayed by access issues.
OUT-0002065,FDR-MKY-0048,REG-MKY,AST-MKY-SWI-002512,2024-10-19T04:25,2024-10-19T08:57,272,88,3,vegetation,139.16,0.5116,107,Storm cell passed through feeder.
OUT-0002066,FDR--RW-0109,REG-RW,,2024-04-07T23:57,2024-04-08T03:59,242,35,0,planned,32.58,0.1346,110,Switched to alternate feeder during restoration.
OUT-0002067,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002463,2025-06-27T09:23,2025-06-27T11:36,133,355,7,storm,36.94,0.2778,95,Switched to alternate feeder during restoration.
OUT-0002068,FDR-CQI-0100,REG-CQI,,2024-11-22T11:58,2024-11-22T16:31,273,67,3,equipment_failure,66.51,0.2436,65,Switched to alternate feeder during restoration.
OUT-0002069,FDR-MKY-0062,REG-MKY,AST-MKY-POL-003191,2023-06-21T00:58,2023-06-21T04:50,232,129,3,vegetation,62.22,0.2682,76,Lightning strike at substation transformer.
OUT-0002070,FDR-TSV-0081,REG-TSV,AST-TSV-POL-004416,2024-06-04T11:51,2024-06-04T16:10,259,267,5,storm,60.08,0.232,78,Storm cell passed through feeder.
OUT-0002071,FDR-TSV-0076,REG-TSV,AST-TSV-POL-004049,2024-04-03T22:30,2024-04-04T02:29,239,447,8,planned,89.18,0.3731,59,Helicopter inspection required.
OUT-0002072,FDR-MKY-0059,REG-MKY,,2025-07-05T07:18,2025-07-05T10:06,168,187,3,lightning,39.62,0.2358,90,Vegetation contact confirmed at span.
OUT-0002073,FDR-MKY-0050,REG-MKY,,2024-10-22T02:40,2024-10-22T05:38,178,115,5,vegetation,40.7,0.2286,75,Helicopter inspection required.
OUT-0002074,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003943,2023-11-28T00:22,2023-11-28T03:09,167,5,4,flood,3.31,0.0198,80,Crew rerouted via alternate access track.
OUT-0002075,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003789,2024-03-03T01:09,2024-03-03T02:58,109,836,8,equipment_failure,77.88,0.7145,48,Storm cell passed through feeder.
OUT-0002076,FDR-TSV-0066,REG-TSV,AST-TSV-RIN-003376,2025-05-16T04:29,2025-05-16T06:44,135,574,10,lightning,54.96,0.4071,83,Switched to alternate feeder during restoration.
OUT-0002077,FDR-MKY-0046,REG-MKY,AST-MKY-SWI-002422,2026-01-22T13:31,2026-01-22T18:18,287,511,8,vegetation,147.25,0.5131,69,Restoration delayed by access issues.
OUT-0002078,FDR-TSV-0087,REG-TSV,,2024-02-28T07:09,2024-02-28T12:14,305,485,13,vegetation,86.71,0.2843,61,Vegetation contact confirmed at span.
OUT-0002079,FDR-MKY-0061,REG-MKY,,2023-10-19T21:52,2023-10-20T02:48,296,451,4,planned,170.49,0.576,33,Storm cell passed through feeder.
OUT-0002080,FDR-TSV-0080,REG-TSV,AST-TSV-POL-004300,2023-07-26T00:50,2023-07-26T00:59,9,150,3,storm,2.88,0.3198,112,Restoration delayed by access issues.
OUT-0002081,FDR-MKY-0051,REG-MKY,,2024-12-09T22:10,2024-12-10T00:51,161,212,4,vegetation,68.68,0.4266,97,Restoration delayed by access issues.
OUT-0002082,FDR-TSV-0071,REG-TSV,,2025-12-28T22:54,2025-12-29T00:04,70,92,2,lightning,16.14,0.2306,98,Switched to alternate feeder during restoration.
OUT-0002083,FDR-MKY-0060,REG-MKY,,2025-06-01T00:57,2025-06-01T03:52,175,296,3,vegetation,112.36,0.6421,77,Vegetation contact confirmed at span.
OUT-0002084,FDR-SEQ-0017,REG-SEQ,,2025-06-19T19:15,2025-06-19T21:15,120,500,37,planned,25.92,0.216,89,Switched to alternate feeder during restoration.
OUT-0002085,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003685,2024-03-25T07:42,2024-03-25T11:31,229,258,1,equipment_failure,175.32,0.7656,86,Vegetation contact confirmed at span.
OUT-0002086,FDR-SEQ-0011,REG-SEQ,AST-SEQ-POL-000631,2025-05-16T22:49,2025-05-17T02:17,208,1870,45,vegetation,147.05,0.707,45,Switched to alternate feeder during restoration.
OUT-0002087,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002681,2025-11-06T17:07,2025-11-06T21:23,256,87,3,flood,90.54,0.3537,70,Storm cell passed through feeder.
OUT-0002088,FDR-SEQ-0002,REG-SEQ,,2025-10-16T19:28,2025-10-16T21:35,127,98,0,vehicle_impact,50.8,0.4,70,Helicopter inspection required.
OUT-0002089,FDR-TSV-0074,REG-TSV,,2023-10-23T11:02,2023-10-23T14:55,233,245,2,vegetation,105.52,0.4529,63,Crew rerouted via alternate access track.
OUT-0002090,FDR-CQI-0105,REG-CQI,AST-CQI-SEC-005956,2023-11-10T06:15,2023-11-10T08:27,132,151,8,planned,26.16,0.1982,76,Vegetation contact confirmed at span.
OUT-0002091,FDR-MKY-0054,REG-MKY,AST-MKY-POL-002722,2026-01-25T08:36,2026-01-25T10:25,109,153,4,lightning,56.72,0.5204,59,Crew rerouted via alternate access track.
OUT-0002092,FDR-MKY-0050,REG-MKY,,2025-10-03T17:26,2025-10-03T20:03,157,213,7,equipment_failure,66.48,0.4235,78,Restoration delayed by access issues.
OUT-0002093,FDR-TSV-0065,REG-TSV,,2024-02-07T06:18,2024-02-07T10:05,227,112,0,unknown,131.73,0.5803,99,Crew rerouted via alternate access track.
OUT-0002094,FDR-TSV-0069,REG-TSV,AST-TSV-SEC-003591,2024-08-14T19:42,2024-08-14T23:48,246,195,6,storm,113.4,0.461,71,Vegetation contact confirmed at span.
OUT-0002095,FDR-TSV-0072,REG-TSV,AST-TSV-CON-003797,2023-12-18T20:40,2023-12-19T00:13,213,413,6,vegetation,75.19,0.353,85,Switched to alternate feeder during restoration.
OUT-0002096,FDR-TSV-0072,REG-TSV,AST-TSV-CON-003813,2024-12-06T12:12,2024-12-06T15:14,182,314,10,vegetation,48.84,0.2684,69,Vegetation contact confirmed at span.
OUT-0002097,FDR-TSV-0081,REG-TSV,AST-TSV-SWI-004409,2023-06-23T00:27,2023-06-23T03:38,191,379,10,flood,62.89,0.3293,58,Vegetation contact confirmed at span.
OUT-0002098,FDR-CQI-0104,REG-CQI,AST-CQI-POL-005851,2025-06-16T09:44,2025-06-16T13:33,229,3,0,vegetation,34.35,0.15,79,Crew rerouted via alternate access track.
OUT-0002099,FDR-MKY-0059,REG-MKY,,2025-08-15T17:08,2025-08-15T19:30,142,90,5,vegetation,16.12,0.1135,114,Switched to alternate feeder during restoration.
OUT-0002100,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002685,2024-11-10T08:48,2024-11-10T13:09,261,189,0,planned,230.51,0.8832,100,Crew rerouted via alternate access track.
OUT-0002101,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002444,2026-01-16T03:24,2026-01-16T06:18,174,701,6,storm,95.44,0.5485,102,Restoration delayed by access issues.
OUT-0002102,FDR-SEQ-0027,REG-SEQ,,2026-04-22T08:58,2026-04-22T09:03,5,1050,33,vehicle_impact,2.5,0.4998,69,Storm cell passed through feeder.
OUT-0002103,FDR--RW-0126,REG-RW,,2024-04-19T08:59,2024-04-19T14:29,330,199,0,planned,161.75,0.4901,115,Helicopter inspection required.
OUT-0002104,FDR-MKY-0053,REG-MKY,AST-MKY-REC-002684,2025-04-08T18:20,2025-04-08T22:57,277,152,0,flood,196.75,0.7103,95,Vegetation contact confirmed at span.
OUT-0002105,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004508,2025-10-12T04:18,2025-10-12T06:57,159,110,5,storm,39.93,0.2511,60,Lightning strike at substation transformer.
OUT-0002106,FDR-TSV-0084,REG-TSV,AST-TSV-CON-004588,2023-09-01T21:51,2023-09-02T01:54,243,524,6,flood,138.86,0.5714,71,Lightning strike at substation transformer.
OUT-0002107,FDR-MKY-0046,REG-MKY,AST-MKY-TRA-002396,2025-09-10T02:37,2025-09-10T05:03,146,409,8,storm,59.95,0.4106,125,Storm cell passed through feeder.
OUT-0002108,FDR-TSV-0065,REG-TSV,AST-TSV-TRA-003328,2023-08-18T12:39,2023-08-18T15:45,186,138,1,equipment_failure,132.99,0.715,79,Switched to alternate feeder during restoration.
OUT-0002109,FDR-MKY-0043,REG-MKY,,2024-02-22T09:24,2024-02-22T12:58,214,608,6,flood,120.59,0.5635,74,Switched to alternate feeder during restoration.
OUT-0002110,FDR-SEQ-0013,REG-SEQ,AST-SEQ-POL-000711,2025-03-04T03:15,2025-03-04T05:49,154,930,29,storm,74.59,0.4844,59,Storm cell passed through feeder.
OUT-0002111,FDR-CQI-0093,REG-CQI,AST-CQI-POL-005136,2025-02-12T02:34,2025-02-12T07:04,270,173,6,flood,113.93,0.422,47,Restoration delayed by access issues.
OUT-0002112,FDR-MKY-0057,REG-MKY,AST-MKY-SEC-002868,2024-08-19T08:16,2024-08-19T10:29,133,680,5,vegetation,94.8,0.7128,71,Storm cell passed through feeder.
OUT-0002113,FDR-TSV-0081,REG-TSV,AST-TSV-POL-004417,2026-01-26T11:59,2026-01-26T15:18,199,552,8,vegetation,95.44,0.4796,56,Crew rerouted via alternate access track.
OUT-0002114,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004511,2023-08-23T22:22,2023-08-24T02:54,272,233,1,storm,144.69,0.532,90,Vegetation contact confirmed at span.
OUT-0002115,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003598,2025-01-08T20:44,2025-01-09T00:49,245,229,2,flood,132.64,0.5414,89,Lightning strike at substation transformer.
OUT-0002116,FDR-TSV-0084,REG-TSV,AST-TSV-TRA-004548,2025-06-14T13:51,2025-06-14T18:59,308,367,7,planned,123.27,0.4002,46,Restoration delayed by access issues.
OUT-0002117,FDR-MKY-0055,REG-MKY,AST-MKY-TRA-002759,2025-12-07T05:47,2025-12-07T07:29,102,67,3,vegetation,18.27,0.1791,87,Restoration delayed by access issues.
OUT-0002118,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002229,2026-03-17T00:43,2026-03-17T04:18,215,409,7,planned,81.5,0.3791,58,Crew rerouted via alternate access track.
OUT-0002119,FDR-MKY-0052,REG-MKY,,2024-12-06T03:42,2024-12-06T09:23,341,141,0,storm,195.45,0.5732,109,Vegetation contact confirmed at span.
OUT-0002120,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003970,2025-05-19T11:49,2025-05-19T14:10,141,61,0,equipment_failure,34.13,0.2421,76,Restoration delayed by access issues.
OUT-0002121,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004503,2023-09-07T21:46,2023-09-07T23:30,104,140,5,storm,33.24,0.3196,88,Switched to alternate feeder during restoration.
OUT-0002122,FDR-MKY-0046,REG-MKY,AST-MKY-SEC-002374,2026-02-16T14:02,2026-02-16T16:37,155,668,6,lightning,103.96,0.6707,65,Helicopter inspection required.
OUT-0002123,FDR-TSV-0066,REG-TSV,AST-TSV-POL-003341,2023-09-04T21:36,2023-09-04T23:11,95,901,7,equipment_failure,60.71,0.639,62,Switched to alternate feeder during restoration.
OUT-0002124,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003817,2023-08-25T21:51,2023-08-26T01:06,195,388,11,flood,64.67,0.3316,65,Lightning strike at substation transformer.
OUT-0002125,FDR--RW-0119,REG-RW,AST--RW-POL-007077,2024-04-19T21:27,2024-04-20T04:35,428,101,2,flood,183.17,0.428,110,Helicopter inspection required.
OUT-0002126,FDR-MKY-0056,REG-MKY,,2025-03-31T21:03,2025-03-31T23:03,120,254,8,equipment_failure,24.04,0.2003,54,Storm cell passed through feeder.
OUT-0002127,FDR-CQI-0097,REG-CQI,,2026-04-27T12:11,2026-04-27T14:14,123,441,4,flood,75.65,0.6151,50,Switched to alternate feeder during restoration.
OUT-0002128,FDR-SEQ-0001,REG-SEQ,AST-SEQ-CON-000042,2025-02-11T17:35,2025-02-11T18:46,71,1,1,unknown,0.04,0.0005,57,Storm cell passed through feeder.
OUT-0002129,FDR-TSV-0071,REG-TSV,AST-TSV-POL-003703,2025-01-19T16:25,2025-01-19T19:47,202,149,0,flood,75.43,0.3734,59,Restoration delayed by access issues.
OUT-0002130,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002633,2024-11-07T16:27,2024-11-07T18:48,141,118,2,flood,33.48,0.2374,86,Switched to alternate feeder during restoration.
OUT-0002131,FDR-MKY-0051,REG-MKY,AST-MKY-POL-002646,2025-09-20T22:59,2025-09-21T04:29,330,333,0,vegetation,221.11,0.67,107,Switched to alternate feeder during restoration.
OUT-0002132,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002690,2026-03-09T10:03,2026-03-09T14:31,268,86,3,lightning,107.7,0.4019,88,Crew rerouted via alternate access track.
OUT-0002133,FDR-MKY-0060,REG-MKY,,2024-02-07T00:35,2024-02-07T03:27,172,121,2,unknown,45.15,0.2625,68,Switched to alternate feeder during restoration.
OUT-0002134,FDR-TSV-0080,REG-TSV,AST-TSV-TRA-004302,2026-03-10T02:24,2026-03-10T07:22,298,158,0,vegetation,100.39,0.3369,84,Crew rerouted via alternate access track.
OUT-0002135,FDR-MKY-0044,REG-MKY,AST-MKY-TRA-002260,2026-04-09T11:58,2026-04-09T17:17,319,254,6,equipment_failure,122.4,0.3837,45,Storm cell passed through feeder.
OUT-0002136,FDR-MKY-0062,REG-MKY,,2023-06-08T00:47,2023-06-08T04:20,213,154,4,vegetation,68.2,0.3202,78,Restoration delayed by access issues.
OUT-0002137,FDR-CQI-0092,REG-CQI,,2023-07-10T13:59,2023-07-10T14:58,59,344,4,unknown,33.0,0.5593,56,Vegetation contact confirmed at span.
OUT-0002138,FDR-CQI-0091,REG-CQI,AST-CQI-POL-005035,2025-10-16T05:09,2025-10-16T07:33,144,74,0,flood,41.62,0.2891,85,Lightning strike at substation transformer.
OUT-0002139,FDR-TSV-0076,REG-TSV,AST-TSV-CON-004004,2024-01-25T07:11,2024-01-25T11:22,251,805,5,storm,168.66,0.672,82,Vegetation contact confirmed at span.
OUT-0002140,FDR-MKY-0062,REG-MKY,AST-MKY-CON-003177,2024-06-08T11:17,2024-06-08T13:49,152,215,0,flood,67.94,0.447,113,Vegetation contact confirmed at span.
OUT-0002141,FDR-SEQ-0001,REG-SEQ,,2024-10-22T11:00,2024-10-22T12:47,107,648,31,storm,35.78,0.3344,66,Storm cell passed through feeder.
OUT-0002142,FDR-TSV-0079,REG-TSV,,2025-01-23T22:11,2025-01-24T02:38,267,86,2,equipment_failure,60.11,0.2251,85,Switched to alternate feeder during restoration.
OUT-0002143,FDR-TSV-0080,REG-TSV,,2025-07-07T02:38,2025-07-07T04:07,89,286,4,planned,54.27,0.6098,96,Crew rerouted via alternate access track.
OUT-0002144,FDR-TSV-0066,REG-TSV,AST-TSV-POL-003415,2024-07-29T06:59,2024-07-29T10:36,217,1,1,vegetation,0.15,0.0007,51,Crew rerouted via alternate access track.
OUT-0002145,FDR-MKY-0058,REG-MKY,,2024-10-29T17:17,2024-10-29T20:16,179,606,4,flood,131.01,0.7319,82,Switched to alternate feeder during restoration.
OUT-0002146,FDR-TSV-0071,REG-TSV,AST-TSV-POL-003714,2024-02-17T00:04,2024-02-17T05:31,327,195,5,equipment_failure,159.81,0.4887,77,Lightning strike at substation transformer.
OUT-0002147,FDR-MKY-0056,REG-MKY,AST-MKY-REC-002838,2026-05-17T00:21,2026-05-17T05:18,297,548,7,planned,128.36,0.4322,102,Crew rerouted via alternate access track.
OUT-0002148,FDR-TSV-0067,REG-TSV,AST-TSV-POL-003466,2025-01-11T14:53,2025-01-11T19:32,279,246,9,flood,98.9,0.3545,113,Crew rerouted via alternate access track.
OUT-0002149,FDR-TSV-0067,REG-TSV,,2025-09-19T05:46,2025-09-19T09:24,218,393,4,lightning,123.45,0.5663,49,Lightning strike at substation transformer.
OUT-0002150,FDR-MKY-0043,REG-MKY,,2024-11-26T07:13,2024-11-26T09:34,141,123,7,vehicle_impact,16.07,0.114,80,Vegetation contact confirmed at span.
OUT-0002151,FDR-MKY-0046,REG-MKY,AST-MKY-POL-002401,2023-12-04T07:40,2023-12-04T09:21,101,361,7,equipment_failure,36.61,0.3624,83,Restoration delayed by access issues.
OUT-0002152,FDR--RW-0118,REG-RW,AST--RW-REC-006988,2026-01-11T20:27,2026-01-12T00:21,234,104,1,vehicle_impact,76.53,0.327,101,Helicopter inspection required.
OUT-0002153,FDR-MKY-0045,REG-MKY,AST-MKY-TRA-002344,2024-10-16T04:32,2024-10-16T08:55,263,428,7,equipment_failure,132.43,0.5035,98,Switched to alternate feeder during restoration.
OUT-0002154,FDR-TSV-0080,REG-TSV,,2024-04-23T04:53,2024-04-23T06:09,76,291,5,unknown,47.16,0.6205,78,Restoration delayed by access issues.
OUT-0002155,FDR-MKY-0054,REG-MKY,AST-MKY-REC-002703,2025-12-30T04:19,2025-12-30T09:09,290,109,3,vegetation,107.52,0.3707,55,Helicopter inspection required.
OUT-0002156,FDR-TSV-0071,REG-TSV,,2024-06-16T07:31,2024-06-16T11:02,211,250,3,flood,132.21,0.6266,91,Helicopter inspection required.
OUT-0002157,FDR-TSV-0067,REG-TSV,,2023-05-26T03:50,2023-05-26T09:50,360,180,4,flood,93.37,0.2594,77,Helicopter inspection required.
OUT-0002158,FDR-MKY-0057,REG-MKY,AST-MKY-POL-002912,2025-11-27T02:05,2025-11-27T06:08,243,127,5,storm,32.35,0.1331,86,Crew rerouted via alternate access track.
OUT-0002159,FDR-TSV-0069,REG-TSV,,2025-09-13T03:42,2025-09-13T06:17,155,98,1,vegetation,35.91,0.2317,97,Storm cell passed through feeder.
OUT-0002160,FDR-TSV-0065,REG-TSV,,2023-11-28T03:07,2023-11-28T03:49,42,67,4,storm,14.58,0.3472,102,Vegetation contact confirmed at span.
OUT-0002161,FDR-MKY-0058,REG-MKY,,2024-04-17T10:55,2024-04-17T13:01,126,286,3,vehicle_impact,43.52,0.3454,105,Vegetation contact confirmed at span.
OUT-0002162,FDR-SEQ-0025,REG-SEQ,AST-SEQ-POL-001334,2026-02-12T10:01,2026-02-12T11:58,117,1401,58,equipment_failure,45.88,0.3921,78,Crew rerouted via alternate access track.
OUT-0002163,FDR-CQI-0095,REG-CQI,,2025-08-08T07:57,2025-08-08T11:33,216,745,9,equipment_failure,129.57,0.5998,91,Helicopter inspection required.
OUT-0002164,FDR-MKY-0064,REG-MKY,,2025-10-01T10:30,2025-10-01T14:27,237,5,0,equipment_failure,59.25,0.25,96,Switched to alternate feeder during restoration.
OUT-0002165,FDR-TSV-0085,REG-TSV,AST-TSV-POL-004640,2025-07-03T08:29,2025-07-03T12:05,216,784,13,equipment_failure,93.66,0.4336,55,Helicopter inspection required.
OUT-0002166,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003682,2025-11-25T23:10,2025-11-26T03:05,235,196,0,vehicle_impact,136.68,0.5816,68,Storm cell passed through feeder.
OUT-0002167,FDR-TSV-0070,REG-TSV,AST-TSV-POL-003666,2023-05-28T19:46,2023-05-28T22:12,146,207,3,planned,89.68,0.6142,56,Helicopter inspection required.
OUT-0002168,FDR-MKY-0047,REG-MKY,AST-MKY-REC-002500,2024-08-04T15:22,2024-08-04T20:24,302,209,9,lightning,49.39,0.1635,60,Restoration delayed by access issues.
OUT-0002169,FDR-MKY-0062,REG-MKY,,2024-04-22T21:14,2024-04-23T01:35,261,340,1,vegetation,184.49,0.7069,78,Storm cell passed through feeder.
OUT-0002170,FDR-MKY-0056,REG-MKY,,2025-06-28T07:19,2025-06-28T11:31,252,210,7,storm,41.74,0.1656,99,Helicopter inspection required.
OUT-0002171,FDR-TSV-0077,REG-TSV,,2024-11-08T10:41,2024-11-08T15:23,282,490,11,storm,121.96,0.4325,47,Restoration delayed by access issues.
OUT-0002172,FDR-SEQ-0017,REG-SEQ,,2026-04-14T03:13,2026-04-14T07:59,286,161,38,flood,19.89,0.0695,80,Switched to alternate feeder during restoration.
OUT-0002173,FDR-CQI-0099,REG-CQI,,2026-04-26T18:54,2026-04-26T21:28,154,417,6,storm,70.41,0.4572,50,Helicopter inspection required.
OUT-0002174,FDR-MKY-0061,REG-MKY,,2024-06-30T19:01,2024-06-30T22:22,201,276,3,flood,70.85,0.3525,51,Lightning strike at substation transformer.
OUT-0002175,FDR-MKY-0043,REG-MKY,,2023-06-22T18:36,2023-06-22T22:46,250,540,8,flood,125.12,0.5005,42,Crew rerouted via alternate access track.
OUT-0002176,FDR-SEQ-0028,REG-SEQ,,2025-11-05T19:07,2025-11-05T22:58,231,326,13,storm,100.01,0.4329,40,Crew rerouted via alternate access track.
OUT-0002177,FDR-TSV-0066,REG-TSV,,2025-04-13T10:04,2025-04-13T13:07,183,1149,10,lightning,149.13,0.8149,99,Crew rerouted via alternate access track.
OUT-0002178,FDR-TSV-0088,REG-TSV,AST-TSV-POL-004849,2025-12-03T00:56,2025-12-03T04:17,201,50,0,flood,50.5,0.2513,118,Vegetation contact confirmed at span.
OUT-0002179,FDR-MKY-0058,REG-MKY,AST-MKY-RIN-002955,2024-07-26T02:37,2024-07-26T07:01,264,449,4,flood,143.16,0.5423,102,Helicopter inspection required.
OUT-0002180,FDR-MKY-0054,REG-MKY,AST-MKY-POL-002728,2023-09-14T05:48,2023-09-14T07:05,77,21,0,flood,5.5,0.0714,73,Lightning strike at substation transformer.
OUT-0002181,FDR-TSV-0068,REG-TSV,,2024-04-24T13:51,2024-04-24T18:20,269,1054,6,unknown,211.59,0.7866,106,Restoration delayed by access issues.
