inspection_id,asset_id,inspection_date,inspection_type,inspector_team,condition_observed,defect_count,photo_count,document_id,recommended_action
INS-0002702,AST-SEQ-REC-000401,2024-11-23,routine,Crew C,fair,2,3,,no_action
INS-0002703,AST-SEQ-POL-001238,2025-03-26,routine,Crew A,good,1,3,,no_action
INS-0002704,AST-SEQ-SEC-001010,2026-02-10,drone,Drone Team 2,fair,1,5,,no_action
INS-0002705,AST-CQI-CON-006005,2025-03-22,vegetation,Drone Team 2,fair,2,0,,no_action
INS-0002706,AST-TSV-POL-003926,2025-06-02,storm_follow_up,Drone Team 2,very_poor,5,3,,schedule_inspection
INS-0002707,AST-CQI-TRA-005905,2026-03-09,thermal,Crew B,poor,3,0,,schedule_inspection
INS-0002708,AST-SEQ-POL-000028,2025-01-28,drone,Crew B,good,2,6,,no_action
INS-0002709,AST-SEQ-POL-000879,2025-06-13,pole_test,Crew B,good,1,4,,no_action
INS-0002710,AST-SEQ-SWI-000962,2025-05-19,routine,Drone Team 2,fair,2,2,,schedule_repair
INS-0002711,AST-TSV-POL-004608,2025-08-03,drone,Crew B,fair,1,4,,no_action
INS-0002712,AST-MKY-POL-002269,2025-10-25,pole_test,Crew C,good,2,5,,no_action
INS-0002713,AST-MKY-SWI-003000,2025-01-01,thermal,Drone Team 2,fair,3,4,,urgent_repair
INS-0002714,AST-TSV-RIN-003872,2025-01-19,routine,Crew C,good,1,0,,urgent_repair
INS-0002715,AST-TSV-POL-004819,2026-04-10,storm_follow_up,Crew B,very_poor,1,3,,urgent_repair
INS-0002716,AST-SEQ-SWI-000522,2024-12-19,routine,Drone Team 1,fair,3,7,,urgent_repair
INS-0002717,AST-SEQ-POL-000421,2025-07-04,routine,Crew C,good,9,2,,monitor
INS-0002718,AST--RW-POL-007592,2025-03-24,vegetation,Drone Team 2,fair,2,3,,no_action
INS-0002719,AST-CQI-TRA-006055,2025-05-10,routine,Drone Team 1,fair,0,7,,no_action
INS-0002720,AST-MKY-POL-002760,2025-04-06,routine,Drone Team 2,fair,0,4,,no_action
INS-0002721,AST--RW-POL-007266,2025-12-12,vegetation,Crew C,fair,2,3,,no_action
INS-0002722,AST-SEQ-SWI-001199,2026-01-27,drone,Crew C,good,0,2,,no_action
INS-0002723,AST--RW-RIN-007068,2025-09-16,thermal,Crew A,very_poor,2,6,,monitor
INS-0002724,AST-TSV-CON-003963,2026-03-14,thermal,Crew C,fair,1,8,,no_action
INS-0002725,AST--RW-POL-007286,2025-03-17,routine,Crew C,good,0,4,,no_action
INS-0002726,AST-TSV-POL-004841,2025-10-02,routine,Crew B,fair,0,0,,no_action
INS-0002727,AST-TSV-CON-003732,2026-04-12,drone,Drone Team 1,very_poor,2,4,,schedule_repair
INS-0002728,AST--RW-POL-007456,2026-01-18,routine,Crew C,good,1,6,,monitor
INS-0002729,AST-MKY-POL-002225,2025-02-03,thermal,Crew B,fair,2,8,,no_action
INS-0002730,AST-SEQ-POL-001640,2026-03-13,routine,Drone Team 1,fair,1,6,,monitor
INS-0002731,AST-SEQ-POL-001721,2025-08-21,vegetation,Drone Team 1,good,2,3,,urgent_repair
INS-0002732,AST-MKY-REC-002969,2025-08-28,vegetation,Crew B,very_poor,4,0,,schedule_inspection
INS-0002733,AST-MKY-POL-003019,2025-07-25,storm_follow_up,Drone Team 1,good,0,0,,no_action
INS-0002734,AST-MKY-POL-003188,2025-10-16,pole_test,Drone Team 2,very_poor,2,4,,monitor
INS-0002735,AST--RW-POL-006607,2025-12-09,routine,Crew A,good,1,5,,no_action
INS-0002736,AST-SEQ-POL-002159,2025-07-27,storm_follow_up,Crew B,fair,0,4,,no_action
INS-0002737,AST-TSV-POL-004477,2025-07-30,routine,Drone Team 1,very_poor,1,7,,schedule_repair
INS-0002738,AST-MKY-TRA-002816,2025-05-28,routine,Drone Team 1,good,2,0,,no_action
INS-0002739,AST-TSV-TRA-004627,2024-12-31,vegetation,Crew B,very_poor,2,8,,schedule_repair
INS-0002740,AST--RW-SEC-007656,2025-03-20,routine,Drone Team 1,fair,2,1,,no_action
INS-0002741,AST--RW-CON-007349,2025-03-22,storm_follow_up,Crew B,poor,2,1,,monitor
INS-0002742,AST-MKY-POL-003293,2025-10-09,storm_follow_up,Crew B,very_poor,1,7,,schedule_repair
INS-0002743,AST-TSV-POL-004024,2026-04-26,vegetation,Drone Team 1,fair,2,0,,no_action
INS-0002744,AST-MKY-POL-003255,2026-03-18,thermal,Crew B,fair,0,8,,no_action
INS-0002745,AST-TSV-RIN-003899,2026-03-19,drone,Drone Team 1,fair,1,1,,schedule_inspection
INS-0002746,AST-TSV-POL-003315,2024-12-25,storm_follow_up,Crew B,good,2,8,,no_action
INS-0002747,AST--RW-POL-006932,2025-01-04,routine,Drone Team 1,good,0,7,,no_action
INS-0002748,AST-TSV-POL-004622,2025-06-11,routine,Crew B,fair,2,4,,urgent_repair
INS-0002749,AST-SEQ-POL-000277,2026-03-05,storm_follow_up,Drone Team 2,fair,2,7,,no_action
INS-0002750,AST--RW-CON-007635,2025-08-18,routine,Crew B,good,1,0,,no_action
INS-0002751,AST-MKY-POL-002931,2025-10-01,vegetation,Drone Team 2,fair,6,3,,schedule_inspection
INS-0002752,AST-TSV-TRA-003565,2025-01-28,drone,Drone Team 2,fair,2,1,,monitor
INS-0002753,AST-CQI-POL-005918,2025-11-20,vegetation,Crew C,fair,0,7,,no_action
INS-0002754,AST--RW-POL-006821,2025-01-23,thermal,Drone Team 1,good,1,6,,no_action
INS-0002755,AST-TSV-POL-003653,2025-02-02,thermal,Crew C,good,0,1,,no_action
INS-0002756,AST-SEQ-POL-001340,2024-11-24,routine,Crew A,good,0,4,,no_action
INS-0002757,AST-CQI-POL-005343,2024-12-15,routine,Crew B,very_poor,3,6,,schedule_repair
INS-0002758,AST-CQI-CON-005405,2024-11-24,pole_test,Crew A,fair,4,7,,urgent_repair
INS-0002759,AST-SEQ-POL-000232,2025-05-21,vegetation,Crew C,fair,1,4,,no_action
INS-0002760,AST-SEQ-POL-001981,2025-09-01,routine,Drone Team 1,poor,4,8,,schedule_repair
INS-0002761,AST--RW-POL-006420,2025-12-04,routine,Drone Team 2,fair,0,6,,no_action
INS-0002762,AST-SEQ-POL-001252,2024-12-06,vegetation,Crew A,fair,2,5,,schedule_inspection
INS-0002763,AST-MKY-SWI-003224,2025-11-29,routine,Drone Team 2,poor,2,4,,schedule_repair
INS-0002764,AST-SEQ-POL-000380,2025-04-22,thermal,Crew B,fair,2,8,,no_action
INS-0002765,AST-MKY-POL-003231,2026-01-28,storm_follow_up,Crew B,good,2,1,,no_action
INS-0002766,AST--RW-REC-007851,2025-08-15,vegetation,Crew B,fair,5,2,,schedule_repair
INS-0002767,AST-SEQ-CON-000238,2026-04-05,drone,Crew A,good,3,1,,no_action
INS-0002768,AST-SEQ-SWI-001093,2025-01-02,routine,Crew B,fair,1,7,,monitor
INS-0002769,AST-CQI-SWI-005039,2026-02-28,routine,Drone Team 2,fair,1,3,,schedule_repair
INS-0002770,AST-TSV-POL-003499,2026-04-23,routine,Crew A,fair,1,8,,no_action
INS-0002771,AST--RW-CON-006385,2024-12-28,vegetation,Crew B,fair,1,2,,schedule_inspection
INS-0002772,AST--RW-POL-006458,2025-07-28,routine,Crew B,good,2,6,,urgent_repair
INS-0002773,AST-CQI-POL-005854,2025-10-12,thermal,Drone Team 1,fair,1,6,,no_action
INS-0002774,AST-CQI-POL-005352,2025-11-02,drone,Crew B,good,2,5,,no_action
INS-0002775,AST-SEQ-POL-001253,2025-02-10,routine,Drone Team 2,fair,1,5,,no_action
INS-0002776,AST--RW-REC-007010,2025-12-29,thermal,Drone Team 2,fair,2,5,,no_action
INS-0002777,AST-TSV-POL-004422,2025-11-07,drone,Crew B,good,3,1,,monitor
INS-0002778,AST--RW-TRA-007277,2025-01-14,thermal,Crew C,fair,1,0,,no_action
INS-0002779,AST--RW-POL-007560,2025-10-06,routine,Drone Team 2,fair,1,5,,schedule_repair
INS-0002780,AST-TSV-POL-004283,2025-04-03,routine,Crew B,very_poor,3,1,,urgent_repair
INS-0002781,AST-TSV-POL-004104,2026-05-10,routine,Crew A,good,1,1,,no_action
INS-0002782,AST-TSV-POL-003836,2025-06-19,routine,Crew B,good,2,7,,no_action
INS-0002783,AST-TSV-TRA-003571,2026-02-13,routine,Drone Team 2,good,1,7,,no_action
INS-0002784,AST--RW-POL-007487,2025-07-23,vegetation,Drone Team 1,good,1,6,,no_action
INS-0002785,AST-CQI-SEC-004930,2025-01-12,drone,Crew C,fair,1,0,,no_action
INS-0002786,AST-CQI-RIN-006047,2025-09-16,routine,Drone Team 2,very_poor,3,0,,monitor
INS-0002787,AST-TSV-POL-003816,2025-03-02,routine,Drone Team 2,very_poor,2,0,,schedule_inspection
INS-0002788,AST-MKY-REC-003090,2025-01-26,thermal,Drone Team 2,fair,2,8,,no_action
INS-0002789,AST-TSV-RIN-003899,2026-01-03,routine,Crew B,good,0,3,,no_action
INS-0002790,AST-TSV-POL-003385,2026-05-03,routine,Crew C,poor,6,4,,schedule_inspection
INS-0002791,AST-TSV-POL-003323,2024-11-30,routine,Drone Team 1,good,5,3,,monitor
INS-0002792,AST-SEQ-POL-001302,2025-04-16,pole_test,Drone Team 2,good,0,4,,no_action
INS-0002793,AST-CQI-TRA-005414,2025-02-12,routine,Drone Team 2,fair,5,5,,schedule_repair
INS-0002794,AST-TSV-POL-004557,2026-01-22,thermal,Drone Team 1,good,2,7,,no_action
INS-0002795,AST-TSV-POL-003353,2025-01-17,routine,Crew C,good,1,0,,no_action
INS-0002796,AST-SEQ-RIN-000312,2025-05-01,routine,Drone Team 1,fair,1,4,,no_action
INS-0002797,AST-TSV-RIN-004796,2025-09-10,storm_follow_up,Crew B,very_poor,3,1,,monitor
INS-0002798,AST-TSV-POL-004034,2026-02-14,routine,Drone Team 1,good,1,5,,no_action
INS-0002799,AST-SEQ-POL-000620,2025-06-20,vegetation,Crew B,good,0,1,,no_action
INS-0002800,AST-CQI-POL-005529,2024-12-24,routine,Drone Team 2,fair,4,2,,no_action
INS-0002801,AST-TSV-POL-003859,2025-05-12,thermal,Crew A,fair,1,5,,monitor
INS-0002802,AST--RW-TRA-006812,2026-03-16,drone,Drone Team 2,poor,1,3,,monitor
INS-0002803,AST-TSV-TRA-004519,2025-02-21,vegetation,Crew A,good,1,7,,no_action
INS-0002804,AST-SEQ-POL-001331,2025-12-14,routine,Crew C,good,3,5,,no_action
INS-0002805,AST-SEQ-POL-000667,2025-08-19,routine,Crew B,good,1,8,,no_action
INS-0002806,AST--RW-CON-006404,2026-01-20,routine,Crew C,fair,1,4,,no_action
INS-0002807,AST--RW-SWI-007225,2025-12-02,routine,Crew A,good,0,0,,no_action
INS-0002808,AST-TSV-POL-004771,2025-02-10,thermal,Drone Team 1,good,1,3,,no_action
INS-0002809,AST-MKY-POL-003095,2025-07-06,routine,Drone Team 1,good,2,8,,monitor
INS-0002810,AST-SEQ-POL-002057,2025-06-17,routine,Drone Team 1,good,0,2,,no_action
INS-0002811,AST-SEQ-SWI-001890,2025-11-29,routine,Crew A,good,1,4,,urgent_repair
INS-0002812,AST--RW-TRA-006499,2025-05-03,drone,Drone Team 2,good,3,4,,no_action
INS-0002813,AST-CQI-POL-005455,2025-12-28,drone,Crew B,fair,2,1,,no_action
INS-0002814,AST-CQI-POL-005036,2025-02-24,vegetation,Drone Team 2,fair,3,1,,no_action
INS-0002815,AST-MKY-POL-002777,2025-09-23,storm_follow_up,Drone Team 2,fair,3,1,,no_action
INS-0002816,AST-SEQ-POL-000554,2025-08-04,routine,Crew C,good,0,1,,no_action
INS-0002817,AST-CQI-POL-005340,2025-04-15,routine,Drone Team 1,good,2,5,,no_action
INS-0002818,AST-TSV-SWI-004249,2025-07-28,routine,Drone Team 2,fair,2,0,,no_action
INS-0002819,AST-SEQ-POL-002059,2025-09-28,vegetation,Crew A,fair,2,6,,schedule_repair
INS-0002820,AST--RW-POL-007300,2025-07-13,drone,Drone Team 1,good,2,7,,no_action
INS-0002821,AST--RW-SEC-006360,2025-07-09,thermal,Drone Team 2,poor,2,7,,urgent_repair
INS-0002822,AST-MKY-POL-002646,2026-03-09,routine,Drone Team 1,good,0,0,,no_action
INS-0002823,AST--RW-RIN-007595,2024-12-26,storm_follow_up,Crew C,good,1,5,,no_action
INS-0002824,AST-TSV-POL-004125,2024-12-24,routine,Crew A,poor,3,1,,schedule_inspection
INS-0002825,AST--RW-POL-007339,2026-03-14,routine,Drone Team 2,good,2,7,,no_action
INS-0002826,AST-CQI-POL-005813,2025-11-13,routine,Drone Team 1,fair,3,1,,no_action
INS-0002827,AST--RW-POL-007339,2025-06-19,drone,Drone Team 1,good,1,8,,schedule_repair
INS-0002828,AST-CQI-RIN-005593,2025-02-11,drone,Drone Team 1,good,2,2,,schedule_inspection
INS-0002829,AST--RW-TRA-006125,2024-11-23,drone,Crew C,good,4,0,,no_action
INS-0002830,AST-TSV-POL-004076,2025-07-15,drone,Crew B,good,2,4,,urgent_repair
INS-0002831,AST-SEQ-TRA-001319,2024-12-13,routine,Crew A,good,1,4,,no_action
INS-0002832,AST--RW-TRA-007295,2025-11-12,pole_test,Crew A,poor,1,2,,schedule_repair
INS-0002833,AST-SEQ-TRA-001304,2025-10-17,routine,Drone Team 2,fair,4,4,,no_action
INS-0002834,AST-CQI-SEC-005858,2025-03-20,routine,Crew A,good,3,1,,schedule_inspection
INS-0002835,AST--RW-SEC-006923,2026-03-29,routine,Crew B,fair,1,2,,no_action
INS-0002836,AST-TSV-TRA-004144,2026-01-22,routine,Crew C,fair,2,8,,no_action
INS-0002837,AST-CQI-SWI-005702,2025-11-07,routine,Drone Team 1,fair,3,7,,no_action
INS-0002838,AST-MKY-POL-003144,2025-05-01,routine,Drone Team 2,poor,3,4,,monitor
INS-0002839,AST-SEQ-POL-001848,2026-05-06,routine,Crew B,poor,3,7,,schedule_repair
INS-0002840,AST--RW-TRA-006317,2025-07-20,drone,Crew C,good,3,2,,no_action
INS-0002841,AST-SEQ-POL-000567,2025-02-18,routine,Drone Team 2,fair,3,2,,no_action
INS-0002842,AST-SEQ-POL-000114,2026-05-03,thermal,Drone Team 2,good,3,1,,no_action
INS-0002843,AST--RW-SWI-007725,2025-02-21,thermal,Drone Team 2,fair,0,8,,no_action
INS-0002844,AST-TSV-POL-003467,2025-05-14,routine,Crew B,poor,2,7,,schedule_inspection
INS-0002845,AST--RW-POL-006467,2025-07-13,routine,Crew A,good,1,8,,no_action
INS-0002846,AST-CQI-TRA-005128,2025-08-11,drone,Crew B,very_poor,1,8,,schedule_inspection
INS-0002847,AST-SEQ-POL-001721,2025-01-28,storm_follow_up,Crew C,fair,3,8,,urgent_repair
INS-0002848,AST-CQI-REC-005890,2025-02-11,pole_test,Crew B,good,1,8,,no_action
INS-0002849,AST-MKY-POL-003076,2026-04-28,routine,Crew C,very_poor,2,0,,schedule_inspection
INS-0002850,AST-TSV-POL-003322,2025-11-01,routine,Crew B,good,1,5,,no_action
INS-0002851,AST--RW-POL-007261,2025-12-08,vegetation,Crew B,fair,2,2,,no_action
INS-0002852,AST--RW-SWI-006326,2025-03-19,routine,Crew B,good,0,6,,no_action
INS-0002853,AST-TSV-POL-003313,2025-12-07,vegetation,Crew C,good,1,3,,no_action
INS-0002854,AST-CQI-POL-005999,2025-10-05,drone,Crew B,fair,1,8,,no_action
INS-0002855,AST-MKY-TRA-003143,2025-12-07,routine,Crew C,fair,2,1,,no_action
INS-0002856,AST--RW-POL-006828,2025-09-03,drone,Drone Team 1,fair,1,5,,no_action
INS-0002857,AST-TSV-POL-003403,2025-11-05,routine,Crew A,good,2,2,,urgent_repair
INS-0002858,AST-CQI-POL-005994,2025-02-23,pole_test,Crew A,good,0,5,,no_action
INS-0002859,AST-CQI-POL-005196,2025-02-15,pole_test,Drone Team 2,fair,2,6,,schedule_inspection
INS-0002860,AST-TSV-POL-003970,2025-10-27,routine,Drone Team 2,fair,1,7,,no_action
INS-0002861,AST-TSV-POL-004343,2026-01-23,pole_test,Crew C,fair,3,0,,urgent_repair
INS-0002862,AST-MKY-CON-002281,2025-02-09,drone,Crew A,good,3,2,,no_action
INS-0002863,AST--RW-POL-007644,2025-08-26,pole_test,Crew C,good,2,5,,monitor
INS-0002864,AST-SEQ-POL-002041,2025-07-31,storm_follow_up,Drone Team 1,very_poor,3,3,,schedule_inspection
INS-0002865,AST-MKY-POL-002831,2025-08-25,routine,Crew B,poor,1,0,,urgent_repair
INS-0002866,AST--RW-POL-006330,2025-11-04,pole_test,Crew C,good,1,6,,no_action
INS-0002867,AST-CQI-RIN-004920,2025-07-24,routine,Crew B,good,0,7,,no_action
INS-0002868,AST-TSV-TRA-003944,2025-02-06,storm_follow_up,Crew A,fair,2,2,,urgent_repair
INS-0002869,AST--RW-CON-006584,2026-01-25,routine,Crew A,fair,4,8,,no_action
INS-0002870,AST-SEQ-POL-001084,2026-01-14,vegetation,Drone Team 1,good,1,0,,no_action
INS-0002871,AST-SEQ-POL-001067,2025-02-11,vegetation,Drone Team 2,good,3,8,,schedule_repair
INS-0002872,AST-SEQ-SEC-000822,2025-12-27,routine,Crew B,very_poor,2,6,,urgent_repair
INS-0002873,AST-MKY-POL-002869,2025-11-28,drone,Crew B,very_poor,2,3,,schedule_inspection
INS-0002874,AST-SEQ-POL-000913,2024-12-19,routine,Crew B,good,1,8,,monitor
INS-0002875,AST-SEQ-POL-000537,2025-07-24,routine,Drone Team 1,poor,3,1,,monitor
INS-0002876,AST-MKY-POL-002417,2026-03-19,routine,Drone Team 1,good,1,5,,no_action
INS-0002877,AST--RW-POL-006305,2025-05-23,drone,Drone Team 2,good,4,6,,no_action
INS-0002878,AST-TSV-CON-003454,2026-04-02,storm_follow_up,Crew A,very_poor,2,3,,schedule_repair
INS-0002879,AST-SEQ-POL-000472,2026-01-31,drone,Crew C,good,2,0,,no_action
INS-0002880,AST-SEQ-POL-000109,2025-01-16,vegetation,Crew C,good,0,0,,no_action
INS-0002881,AST--RW-TRA-006978,2024-11-26,thermal,Drone Team 2,good,3,1,,no_action
INS-0002882,AST--RW-TRA-007650,2026-01-11,pole_test,Crew C,very_poor,3,7,,urgent_repair
INS-0002883,AST-MKY-POL-003153,2026-03-29,thermal,Crew C,very_poor,3,3,,monitor
INS-0002884,AST-CQI-TRA-005453,2025-09-30,storm_follow_up,Crew C,fair,1,6,,no_action
INS-0002885,AST-SEQ-POL-001258,2025-12-15,routine,Drone Team 1,good,0,6,,no_action
INS-0002886,AST-MKY-RIN-002448,2026-02-12,routine,Crew A,good,1,1,,no_action
INS-0002887,AST-MKY-SEC-003048,2025-12-08,routine,Crew C,good,1,0,,no_action
INS-0002888,AST--RW-POL-007122,2025-05-26,routine,Crew B,good,1,1,,no_action
INS-0002889,AST-MKY-SWI-002716,2026-02-14,routine,Drone Team 1,fair,1,8,,no_action
INS-0002890,AST-SEQ-POL-001225,2025-07-28,vegetation,Drone Team 2,good,3,3,,no_action
INS-0002891,AST-SEQ-POL-000440,2026-01-28,routine,Crew B,good,3,7,,no_action
INS-0002892,AST-SEQ-REC-001522,2026-01-03,routine,Drone Team 2,good,0,6,,no_action
INS-0002893,AST-TSV-RIN-003979,2024-12-27,routine,Crew A,very_poor,4,2,,schedule_repair
INS-0002894,AST-SEQ-SWI-001205,2025-07-05,routine,Crew C,poor,1,4,,schedule_repair
INS-0002895,AST-TSV-TRA-003449,2026-03-09,thermal,Crew C,good,1,1,,monitor
INS-0002896,AST-TSV-POL-004071,2025-11-17,pole_test,Crew B,fair,1,3,,no_action
INS-0002897,AST--RW-POL-007667,2025-08-02,routine,Crew C,fair,1,4,,no_action
INS-0002898,AST-TSV-POL-004175,2025-04-23,drone,Crew A,poor,4,7,,monitor
INS-0002899,AST--RW-POL-007901,2026-02-27,routine,Crew C,good,0,8,,no_action
INS-0002900,AST-TSV-CON-004342,2025-09-20,thermal,Crew B,fair,2,8,,schedule_repair
INS-0002901,AST-SEQ-POL-000253,2025-01-22,routine,Drone Team 2,fair,1,7,,no_action
INS-0002902,AST--RW-CON-006208,2026-02-27,routine,Crew B,fair,1,1,,no_action
INS-0002903,AST-SEQ-POL-001324,2025-09-20,vegetation,Crew C,fair,2,8,,no_action
INS-0002904,AST-CQI-SWI-005955,2025-09-24,routine,Drone Team 2,good,1,1,,no_action
INS-0002905,AST-CQI-SWI-005386,2026-02-26,routine,Crew C,good,1,3,,schedule_inspection
INS-0002906,AST-TSV-POL-004210,2025-07-13,storm_follow_up,Drone Team 1,fair,0,4,,no_action
INS-0002907,AST-TSV-CON-003962,2025-09-05,drone,Drone Team 1,good,2,1,,no_action
INS-0002908,AST-SEQ-TRA-002092,2025-04-07,routine,Drone Team 1,fair,2,8,,urgent_repair
INS-0002909,AST-SEQ-POL-000505,2025-02-03,storm_follow_up,Drone Team 1,very_poor,3,8,,schedule_inspection
INS-0002910,AST-SEQ-POL-000441,2025-08-30,vegetation,Drone Team 2,good,1,8,,no_action
INS-0002911,AST-TSV-POL-003671,2026-03-25,pole_test,Drone Team 1,good,3,6,,monitor
INS-0002912,AST-CQI-POL-005946,2026-04-05,storm_follow_up,Crew A,good,2,1,,no_action
INS-0002913,AST--RW-POL-006885,2025-02-17,thermal,Crew C,fair,3,7,,no_action
INS-0002914,AST-CQI-SWI-005836,2025-04-08,routine,Crew C,good,3,0,,schedule_inspection
INS-0002915,AST--RW-SWI-006419,2025-04-12,thermal,Crew C,good,1,5,,no_action
INS-0002916,AST-TSV-SWI-003938,2025-10-22,routine,Crew B,fair,2,0,,no_action
INS-0002917,AST-MKY-TRA-003074,2026-01-18,routine,Drone Team 1,fair,1,7,,no_action
INS-0002918,AST-MKY-POL-002623,2025-02-27,drone,Crew B,good,1,5,,no_action
INS-0002919,AST-MKY-CON-003014,2025-04-05,routine,Crew B,very_poor,3,0,,monitor
INS-0002920,AST--RW-POL-006321,2025-07-29,thermal,Drone Team 1,poor,1,7,,schedule_repair
INS-0002921,AST-CQI-POL-005635,2026-01-05,vegetation,Crew A,fair,1,0,,no_action
INS-0002922,AST--RW-POL-007491,2025-12-13,storm_follow_up,Crew B,good,2,3,,no_action
INS-0002923,AST--RW-POL-006698,2025-07-12,drone,Crew B,good,0,2,,no_action
INS-0002924,AST-TSV-POL-003983,2025-12-30,pole_test,Drone Team 1,good,0,4,,no_action
INS-0002925,AST-SEQ-POL-001755,2025-05-01,routine,Drone Team 2,fair,1,7,,no_action
INS-0002926,AST-MKY-POL-002494,2025-01-28,drone,Drone Team 1,fair,2,6,,no_action
INS-0002927,AST-MKY-TRA-002866,2026-03-10,routine,Crew C,fair,1,2,,no_action
INS-0002928,AST-TSV-POL-003852,2025-05-22,routine,Crew A,good,1,2,,no_action
INS-0002929,AST-TSV-CON-003971,2025-02-13,storm_follow_up,Drone Team 1,fair,1,6,,urgent_repair
INS-0002930,AST-MKY-POL-002880,2025-05-01,routine,Crew A,poor,2,8,,schedule_inspection
INS-0002931,AST-TSV-CON-004588,2025-01-25,thermal,Crew B,good,0,8,,no_action
INS-0002932,AST--RW-POL-006535,2025-09-07,routine,Crew B,very_poor,2,6,,urgent_repair
INS-0002933,AST-TSV-CON-003974,2026-05-11,storm_follow_up,Crew A,fair,4,5,,monitor
INS-0002934,AST--RW-CON-006584,2025-09-11,routine,Crew A,fair,3,0,,urgent_repair
INS-0002935,AST-SEQ-POL-000491,2025-01-03,thermal,Crew A,fair,1,7,,no_action
INS-0002936,AST-SEQ-RIN-000518,2025-03-24,vegetation,Drone Team 2,good,4,4,,urgent_repair
INS-0002937,AST-CQI-POL-005336,2024-12-24,routine,Drone Team 2,very_poor,1,7,,schedule_repair
INS-0002938,AST-MKY-SWI-002415,2025-07-06,routine,Crew B,good,0,3,,no_action
INS-0002939,AST-TSV-TRA-004587,2025-10-08,drone,Drone Team 2,good,1,2,,no_action
INS-0002940,AST-SEQ-TRA-001531,2025-01-09,routine,Drone Team 2,good,2,6,,schedule_repair
INS-0002941,AST--RW-POL-007741,2026-01-12,routine,Crew C,fair,4,2,,monitor
INS-0002942,AST-SEQ-POL-002013,2024-12-03,drone,Drone Team 2,fair,0,1,,no_action
INS-0002943,AST-TSV-POL-003933,2025-05-14,drone,Drone Team 1,good,4,2,,monitor
INS-0002944,AST-TSV-POL-004098,2025-11-18,pole_test,Crew A,poor,3,5,,schedule_repair
INS-0002945,AST-CQI-POL-005334,2025-12-18,storm_follow_up,Crew B,good,1,4,,no_action
INS-0002946,AST--RW-POL-006873,2025-09-14,routine,Drone Team 1,good,0,1,,no_action
INS-0002947,AST--RW-POL-007451,2024-12-30,drone,Drone Team 2,fair,5,0,,urgent_repair
INS-0002948,AST-MKY-POL-002506,2025-04-10,routine,Crew B,good,2,1,,no_action
INS-0002949,AST--RW-RIN-006490,2025-08-10,routine,Crew C,fair,0,8,,no_action
INS-0002950,AST-MKY-POL-003210,2025-05-28,storm_follow_up,Drone Team 1,poor,5,0,,urgent_repair
INS-0002951,AST-MKY-POL-002934,2025-07-31,vegetation,Drone Team 2,fair,1,7,,urgent_repair
INS-0002952,AST-SEQ-CON-000538,2025-01-28,routine,Drone Team 2,fair,3,2,,no_action
INS-0002953,AST-MKY-POL-002493,2026-03-06,routine,Crew B,good,0,6,,no_action
INS-0002954,AST-CQI-POL-005212,2025-05-19,vegetation,Crew A,fair,0,4,,no_action
INS-0002955,AST-SEQ-SEC-000296,2024-12-29,routine,Crew A,fair,2,1,,schedule_repair
INS-0002956,AST-TSV-TRA-004570,2025-03-01,thermal,Crew C,fair,1,1,,no_action
INS-0002957,AST-MKY-SWI-003250,2025-11-08,routine,Drone Team 2,good,2,8,,no_action
INS-0002958,AST-SEQ-POL-000544,2025-05-02,vegetation,Drone Team 2,poor,1,3,,schedule_inspection
INS-0002959,AST-TSV-POL-004528,2026-01-02,thermal,Crew C,good,1,4,,no_action
INS-0002960,AST-TSV-CON-003795,2026-05-08,storm_follow_up,Drone Team 1,fair,0,3,,no_action
INS-0002961,AST-CQI-POL-005609,2025-10-22,routine,Crew B,fair,1,8,,no_action
INS-0002962,AST-TSV-TRA-004627,2025-01-10,vegetation,Crew A,very_poor,3,4,,monitor
INS-0002963,AST-TSV-POL-004494,2025-04-07,routine,Crew A,good,0,5,,no_action
INS-0002964,AST-SEQ-RIN-000370,2026-01-30,routine,Crew C,good,3,0,,no_action
INS-0002965,AST--RW-CON-007858,2025-08-20,routine,Drone Team 2,fair,4,8,,no_action
INS-0002966,AST-CQI-TRA-004894,2025-07-17,drone,Crew A,good,2,1,,schedule_repair
INS-0002967,AST-TSV-POL-003983,2025-07-31,routine,Crew B,good,1,3,,no_action
INS-0002968,AST-CQI-POL-004967,2026-03-19,routine,Drone Team 1,good,2,3,,no_action
INS-0002969,AST-TSV-CON-003383,2025-01-26,routine,Drone Team 2,fair,1,5,,no_action
INS-0002970,AST-TSV-POL-004419,2025-06-05,vegetation,Crew B,poor,3,5,,schedule_repair
INS-0002971,AST-CQI-POL-005965,2024-12-04,routine,Drone Team 2,fair,0,2,,no_action
INS-0002972,AST--RW-TRA-006774,2025-04-17,routine,Drone Team 2,fair,4,8,,no_action
INS-0002973,AST-TSV-REC-004405,2026-03-23,thermal,Drone Team 2,good,2,5,,no_action
INS-0002974,AST--RW-POL-007689,2024-12-06,routine,Drone Team 2,fair,0,3,,no_action
INS-0002975,AST-MKY-POL-003085,2025-03-18,routine,Crew B,good,0,3,,no_action
INS-0002976,AST-TSV-TRA-004430,2026-03-15,storm_follow_up,Crew A,poor,2,1,,schedule_inspection
INS-0002977,AST-CQI-TRA-005124,2025-10-02,drone,Crew C,good,3,7,,no_action
INS-0002978,AST-TSV-SEC-004297,2026-02-25,routine,Crew A,good,0,8,,no_action
