asset_id,condition_score,failure_probability_12m,failure_probability_36m,health_band,risk_score,risk_band,risk_drivers,last_scored_at
AST--RW-POL-006866,87.4,0.0165,0.0362,good,21.9,low,,2026-05-10
AST--RW-POL-006867,72.0,0.0107,0.0257,watch,24.3,low,,2026-05-09
AST--RW-TRA-006868,59.9,0.0475,0.1437,watch,39.4,medium,bushfire_exposure|access_difficulty,2026-05-09
AST--RW-RIN-006869,82.2,0.0065,0.0193,good,23.9,low,access_difficulty,2026-05-16
AST--RW-SWI-006870,45.6,0.0329,0.1016,poor,41.8,medium,age|access_difficulty,2026-05-07
AST--RW-POL-006871,74.1,0.016,0.041,watch,25.1,low,access_difficulty,2026-05-09
AST--RW-RIN-006872,74.1,0.0537,0.1086,watch,32.1,medium,age,2026-05-06
AST--RW-POL-006873,51.9,0.0229,0.0588,poor,47.2,medium,age|access_difficulty,2026-05-04
AST--RW-POL-006874,88.9,0.0163,0.052,good,22.5,low,access_difficulty,2026-05-05
AST--RW-POL-006875,70.0,0.0404,0.108,watch,34.3,medium,access_difficulty,2026-05-15
AST--RW-POL-006876,67.8,0.0533,0.1232,watch,32.3,medium,access_difficulty,2026-05-15
AST--RW-POL-006877,77.3,0.0075,0.0165,good,29.8,low,age|access_difficulty,2026-05-03
AST--RW-POL-006878,55.7,0.0272,0.0734,poor,49.1,medium,age|access_difficulty,2026-05-09
AST--RW-POL-006879,54.2,0.0579,0.1762,poor,42.7,medium,age|access_difficulty,2026-05-13
AST--RW-SWI-006880,49.9,0.0305,0.0636,poor,52.9,medium,access_difficulty,2026-05-09
AST--RW-POL-006881,72.3,0.049,0.1034,watch,35.2,medium,access_difficulty,2026-05-16
AST--RW-TRA-006882,55.3,0.0501,0.1398,poor,37.9,medium,age|access_difficulty,2026-05-07
AST--RW-POL-006883,77.6,0.018,0.0437,good,23.0,low,,2026-05-11
AST--RW-RIN-006884,70.5,0.0201,0.059,watch,32.6,medium,,2026-05-10
AST--RW-POL-006885,57.9,0.0399,0.0815,watch,50.2,medium,age|access_difficulty,2026-05-10
AST--RW-TRA-006886,78.5,0.0052,0.0108,good,20.4,low,access_difficulty,2026-05-16
AST--RW-POL-006887,83.0,0.0036,0.0075,good,24.9,low,access_difficulty,2026-05-09
AST--RW-POL-006888,51.2,0.0519,0.1503,poor,46.4,medium,age|access_difficulty,2026-05-15
AST--RW-TRA-006889,79.5,0.0055,0.0144,good,19.8,low,access_difficulty,2026-05-04
AST--RW-POL-006890,73.3,0.0015,0.0032,watch,30.5,low,access_difficulty,2026-05-16
AST--RW-TRA-006891,90.8,0.0065,0.0175,good,19.5,low,access_difficulty,2026-05-13
AST--RW-TRA-006892,57.8,0.0213,0.0513,watch,42.7,medium,age|access_difficulty,2026-05-07
AST--RW-POL-006893,87.4,0.0046,0.013,good,22.2,low,,2026-05-12
AST--RW-SWI-006894,61.1,0.0581,0.1644,watch,34.4,medium,access_difficulty,2026-05-11
AST--RW-POL-006895,70.0,0.0121,0.0335,watch,24.2,low,,2026-05-08
AST--RW-POL-006896,63.5,0.0175,0.04,watch,30.8,low,,2026-05-04
AST--RW-REC-006897,64.4,0.0261,0.0565,watch,38.5,medium,age,2026-05-03
AST--RW-SEC-006898,69.6,0.0295,0.0754,watch,32.6,medium,access_difficulty,2026-05-05
AST--RW-POL-006899,73.7,0.0143,0.0424,watch,29.0,low,access_difficulty,2026-05-05
AST--RW-TRA-006900,39.0,0.1239,0.3939,poor,56.0,high,age|condition|access_difficulty,2026-05-05
AST--RW-SEC-006901,63.8,0.0049,0.0126,watch,26.4,low,access_difficulty,2026-05-05
AST--RW-POL-006902,62.5,0.0218,0.0499,watch,34.9,medium,age|access_difficulty,2026-05-11
AST--RW-POL-006903,87.8,0.0092,0.021,good,16.1,low,access_difficulty,2026-05-09
AST--RW-CON-006904,48.9,0.0399,0.1036,poor,49.3,medium,age|access_difficulty,2026-05-12
AST--RW-POL-006905,78.7,0.0163,0.0343,good,29.3,low,access_difficulty,2026-05-07
AST--RW-SWI-006906,80.8,0.0545,0.1714,good,35.9,medium,access_difficulty,2026-05-11
AST--RW-RIN-006907,85.9,0.0412,0.1225,good,34.8,medium,access_difficulty,2026-05-11
AST--RW-TRA-006908,91.3,0.0181,0.0559,good,22.4,low,,2026-05-16
AST--RW-POL-006909,61.6,0.0579,0.1571,watch,40.2,medium,access_difficulty,2026-05-16
AST--RW-TRA-006910,67.7,0.0529,0.1266,watch,44.1,medium,age|access_difficulty,2026-05-09
AST--RW-POL-006911,53.4,0.1162,0.2512,poor,56.8,high,age|criticality,2026-05-08
AST--RW-SEC-006912,53.6,0.023,0.0473,poor,43.6,medium,age|access_difficulty,2026-05-03
AST--RW-SWI-006913,91.1,0.0188,0.0438,good,23.2,low,access_difficulty,2026-05-08
AST--RW-POL-006914,71.7,0.0476,0.1348,watch,34.2,medium,,2026-05-11
AST--RW-CON-006915,95.5,0.0038,0.0089,good,12.3,low,,2026-05-11
AST--RW-REC-006916,83.5,0.0059,0.0127,good,16.6,low,,2026-05-14
AST--RW-POL-006917,60.7,0.054,0.1586,watch,34.4,medium,age,2026-05-09
AST--RW-RIN-006918,65.1,0.027,0.0584,watch,33.7,medium,bushfire_exposure|access_difficulty,2026-05-14
AST--RW-POL-006919,65.3,0.045,0.1372,watch,34.4,medium,access_difficulty,2026-05-06
AST--RW-CON-006920,71.1,0.0422,0.1102,watch,36.7,medium,access_difficulty,2026-05-12
AST--RW-POL-006921,77.3,0.0065,0.0144,good,24.9,low,,2026-05-10
AST--RW-POL-006922,68.3,0.0064,0.0189,watch,25.5,low,access_difficulty,2026-05-14
AST--RW-SEC-006923,82.9,0.0039,0.0095,good,26.2,low,access_difficulty,2026-05-05
AST--RW-POL-006924,55.0,0.0557,0.1611,poor,39.8,medium,age,2026-05-17
AST--RW-RIN-006925,91.8,0.0178,0.0425,good,20.7,low,access_difficulty,2026-05-14
AST--RW-CON-006926,62.0,0.0599,0.1882,watch,39.0,medium,age|access_difficulty,2026-05-03
AST--RW-POL-006927,74.3,0.0463,0.1349,watch,34.8,medium,,2026-05-11
AST--RW-POL-006928,62.7,0.0213,0.0538,watch,39.0,medium,age|access_difficulty,2026-05-13
AST--RW-POL-006929,67.7,0.0056,0.0134,watch,20.9,low,access_difficulty,2026-05-17
AST--RW-REC-006930,92.0,0.0155,0.0486,good,24.1,low,access_difficulty,2026-05-16
AST--RW-TRA-006931,82.0,0.0033,0.0073,good,27.4,low,,2026-05-15
AST--RW-POL-006932,63.4,0.0587,0.1507,watch,40.3,medium,age|access_difficulty,2026-05-11
AST--RW-POL-006933,75.1,0.0028,0.0076,watch,28.7,low,access_difficulty,2026-05-06
AST--RW-SWI-006934,65.6,0.0556,0.1712,watch,33.2,medium,access_difficulty,2026-05-04
AST--RW-POL-006935,59.5,0.0354,0.1012,watch,41.7,medium,age|bushfire_exposure|access_difficulty,2026-05-12
AST--RW-SEC-006936,69.1,0.0478,0.1352,watch,37.4,medium,access_difficulty,2026-05-06
AST--RW-TRA-006937,95.8,0.0049,0.0156,good,12.9,low,access_difficulty,2026-05-12
AST--RW-POL-006938,66.9,0.0345,0.0702,watch,37.4,medium,age,2026-05-13
AST--RW-POL-006939,58.2,0.0472,0.1161,watch,35.7,medium,age|access_difficulty,2026-05-09
AST--RW-POL-006940,68.9,0.0465,0.1261,watch,31.7,medium,access_difficulty,2026-05-13
AST--RW-POL-006941,70.6,0.0169,0.0374,watch,30.1,low,access_difficulty,2026-05-14
AST--RW-POL-006942,68.2,0.0183,0.0367,watch,25.7,low,access_difficulty,2026-05-15
AST--RW-POL-006943,67.8,0.0357,0.1135,watch,34.3,medium,age|access_difficulty,2026-05-12
AST--RW-POL-006944,79.3,0.0317,0.0674,good,36.9,medium,access_difficulty,2026-05-07
AST--RW-CON-006945,72.8,0.0387,0.1041,watch,32.7,medium,age|access_difficulty,2026-05-15
AST--RW-POL-006946,58.6,0.0319,0.0699,watch,32.8,medium,age|access_difficulty,2026-05-03
AST--RW-SEC-006947,78.7,0.0496,0.1166,good,31.5,medium,bushfire_exposure|access_difficulty,2026-05-04
AST--RW-POL-006948,59.1,0.0563,0.1451,watch,42.7,medium,age|bushfire_exposure,2026-05-13
AST--RW-POL-006949,82.4,0.0397,0.0931,good,32.2,medium,bushfire_exposure|access_difficulty,2026-05-14
AST--RW-POL-006950,46.6,0.058,0.1416,poor,44.1,medium,age|access_difficulty,2026-05-04
AST--RW-POL-006951,57.8,0.0118,0.0313,watch,24.5,low,access_difficulty,2026-05-17
AST--RW-TRA-006952,83.0,0.0098,0.0255,good,24.0,low,,2026-05-03
AST--RW-TRA-006953,69.8,0.0062,0.0136,watch,26.0,low,,2026-05-15
AST--RW-POL-006954,58.2,0.0475,0.0989,watch,46.4,medium,age|bushfire_exposure|access_difficulty,2026-05-13
AST--RW-POL-006955,77.6,0.0234,0.0471,good,36.5,medium,bushfire_exposure,2026-05-05
AST--RW-POL-006956,58.5,0.0571,0.1616,watch,46.8,medium,age|access_difficulty,2026-05-08
AST--RW-SWI-006957,47.2,0.0371,0.0916,poor,44.5,medium,age|access_difficulty,2026-05-09
AST--RW-POL-006958,59.8,0.0519,0.1351,watch,41.2,medium,age|access_difficulty,2026-05-11
AST--RW-POL-006959,53.4,0.0458,0.1366,poor,38.9,medium,age|bushfire_exposure,2026-05-17
AST--RW-SWI-006960,99,0.0092,0.0195,good,18.5,low,access_difficulty,2026-05-10
AST--RW-POL-006961,72.2,0.0026,0.0069,watch,23.5,low,,2026-05-07
AST--RW-SEC-006962,71.5,0.0192,0.0583,watch,25.5,low,,2026-05-13
AST--RW-POL-006963,64.6,0.0267,0.0658,watch,31.2,medium,access_difficulty,2026-05-16
AST--RW-POL-006964,78.7,0.0372,0.1171,good,35.7,medium,access_difficulty,2026-05-13
AST--RW-CON-006965,62.0,0.0232,0.063,watch,36.2,medium,access_difficulty,2026-05-10
AST--RW-POL-006966,54.5,0.0528,0.1496,poor,44.5,medium,age|access_difficulty,2026-05-03
AST--RW-REC-006967,87.6,0.0183,0.0506,good,14.1,low,access_difficulty,2026-05-10
AST--RW-TRA-006968,55.6,0.0443,0.1395,poor,36.4,medium,age|access_difficulty,2026-05-05
AST--RW-SWI-006969,67.4,0.017,0.0395,watch,26.5,low,access_difficulty,2026-05-08
AST--RW-POL-006970,56.2,0.0368,0.1158,watch,41.6,medium,age|bushfire_exposure|access_difficulty,2026-05-12
AST--RW-POL-006971,93.1,0.02,0.0545,good,19.2,low,access_difficulty,2026-05-04
AST--RW-RIN-006972,74.9,0.0079,0.0175,watch,29.2,low,access_difficulty,2026-05-05
AST--RW-POL-006973,74.3,0.0088,0.028,watch,27.2,low,age,2026-05-12
AST--RW-POL-006974,42.8,0.0377,0.1133,poor,42.8,medium,age|condition,2026-05-04
AST--RW-SWI-006975,81.5,0.0278,0.0607,good,37.8,medium,age|access_difficulty,2026-05-06
AST--RW-TRA-006976,86.7,0.014,0.0417,good,24.9,low,,2026-05-03
AST--RW-POL-006977,61.5,0.0254,0.0585,watch,39.1,medium,age|access_difficulty,2026-05-05
AST--RW-TRA-006978,86.2,0.0112,0.0299,good,23.9,low,access_difficulty,2026-05-07
AST--RW-POL-006979,89.5,0.0165,0.0509,good,22.5,low,access_difficulty,2026-05-14
AST--RW-RIN-006980,83.3,0.0017,0.0037,good,25.8,low,bushfire_exposure|access_difficulty,2026-05-05
AST--RW-CON-006981,68.2,0.0109,0.032,watch,29.4,low,access_difficulty,2026-05-12
AST--RW-CON-006982,45.6,0.0213,0.0581,poor,40.1,medium,age|access_difficulty,2026-05-12
AST--RW-SWI-006983,66.6,0.0287,0.0693,watch,43.4,medium,age|access_difficulty,2026-05-15
AST--RW-TRA-006984,84.5,0.0249,0.0518,good,41.0,medium,access_difficulty,2026-05-16
AST--RW-TRA-006985,81.9,0.0166,0.0369,good,29.5,low,access_difficulty,2026-05-06
AST--RW-TRA-006986,74.5,0.0447,0.1261,watch,37.9,medium,access_difficulty,2026-05-14
AST--RW-POL-006987,53.5,0.0471,0.1234,poor,35.7,medium,age|access_difficulty,2026-05-16
AST--RW-REC-006988,59.0,0.0169,0.0457,watch,29.3,low,age|access_difficulty,2026-05-09
AST--RW-POL-006989,57.7,0.0358,0.1097,watch,35.7,medium,age,2026-05-13
AST--RW-REC-006990,88.8,0.0103,0.0231,good,22.2,low,access_difficulty,2026-05-09
AST--RW-POL-006991,76.6,0.0265,0.0756,good,31.2,medium,access_difficulty,2026-05-15
AST--RW-TRA-006992,60.9,0.0231,0.0675,watch,38.7,medium,age|access_difficulty,2026-05-13
AST--RW-TRA-006993,70.0,0.0189,0.0499,watch,30.8,low,access_difficulty,2026-05-08
AST--RW-POL-006994,61.5,0.0303,0.0763,watch,43.6,medium,age|access_difficulty,2026-05-15
AST--RW-SEC-006995,65.9,0.0257,0.0625,watch,35.0,medium,access_difficulty,2026-05-06
AST--RW-POL-006996,58.1,0.0372,0.1174,watch,40.2,medium,age,2026-05-15
AST--RW-POL-006997,65.9,0.046,0.1399,watch,41.9,medium,age|access_difficulty,2026-05-09
AST--RW-TRA-006998,55.1,0.0446,0.1142,poor,47.0,medium,age|access_difficulty,2026-05-03
AST--RW-REC-006999,71.3,0.0512,0.1315,watch,31.7,medium,age|access_difficulty,2026-05-13
AST--RW-SWI-007000,60.8,0.0314,0.0667,watch,38.2,medium,age|bushfire_exposure|access_difficulty,2026-05-10
AST--RW-SWI-007001,87.4,0.0153,0.0411,good,30.7,low,access_difficulty,2026-05-14
AST--RW-SWI-007002,72.6,0.0087,0.0225,watch,28.7,low,age,2026-05-12
AST--RW-SWI-007003,79.2,0.0514,0.147,good,33.2,medium,access_difficulty,2026-05-03
AST--RW-TRA-007004,56.8,0.034,0.078,watch,36.7,medium,age,2026-05-09
AST--RW-POL-007005,70.2,0.0238,0.0747,watch,32.4,medium,access_difficulty,2026-05-05
AST--RW-POL-007006,84.7,0.0063,0.0154,good,25.7,low,,2026-05-17
AST--RW-CON-007007,70.2,0.0069,0.0151,watch,25.4,low,access_difficulty,2026-05-09
AST--RW-POL-007008,80.9,0.058,0.1788,good,32.0,medium,access_difficulty,2026-05-10
AST--RW-CON-007009,55.2,0.0249,0.0558,poor,41.5,medium,age|access_difficulty,2026-05-13
AST--RW-REC-007010,70.5,0.0513,0.1266,watch,43.9,medium,age,2026-05-13
AST--RW-POL-007011,68.4,0.0198,0.0416,watch,26.2,low,,2026-05-12
AST--RW-POL-007012,78.8,0.0442,0.1098,good,32.4,medium,access_difficulty,2026-05-03
AST--RW-SWI-007013,65.7,0.047,0.1208,watch,37.0,medium,access_difficulty,2026-05-14
AST--RW-TRA-007014,62.5,0.0521,0.1596,watch,41.3,medium,age|access_difficulty,2026-05-15
AST--RW-POL-007015,94.5,0.0194,0.0548,good,16.9,low,,2026-05-09
AST--RW-POL-007016,60.1,0.0458,0.1127,watch,43.0,medium,age|access_difficulty,2026-05-06
AST--RW-TRA-007017,75.6,0.018,0.0543,watch,30.3,low,age|access_difficulty,2026-05-04
AST--RW-POL-007018,89.6,0.0134,0.0411,good,29.0,low,,2026-05-09
AST--RW-POL-007019,83.1,0.0122,0.028,good,22.5,low,,2026-05-14
AST--RW-TRA-007020,63.8,0.0119,0.036,watch,31.0,low,,2026-05-09
AST--RW-POL-007021,69.8,0.0167,0.039,watch,29.1,low,access_difficulty,2026-05-09
AST--RW-POL-007022,69.0,0.053,0.1303,watch,32.3,medium,access_difficulty,2026-05-04
AST--RW-SEC-007023,56.4,0.0465,0.1322,watch,44.0,medium,age|access_difficulty,2026-05-07
AST--RW-POL-007024,98.0,0.0149,0.0473,good,25.7,low,access_difficulty,2026-05-11
AST--RW-POL-007025,60.4,0.0526,0.1669,watch,44.9,medium,age|access_difficulty,2026-05-16
AST--RW-POL-007026,70.2,0.0029,0.0085,watch,27.6,low,access_difficulty,2026-05-07
AST--RW-POL-007027,86.2,0.0042,0.0088,good,29.6,low,access_difficulty,2026-05-04
AST--RW-CON-007028,48.2,0.0595,0.1564,poor,39.8,medium,age|access_difficulty,2026-05-03
AST--RW-CON-007029,77.9,0.001,0.0024,good,18.2,low,,2026-05-08
AST--RW-CON-007030,80.3,0.0144,0.0305,good,26.1,low,access_difficulty,2026-05-17
AST--RW-SWI-007031,54.9,0.0204,0.0635,poor,37.8,medium,age|bushfire_exposure|access_difficulty,2026-05-16
AST--RW-TRA-007032,79.7,0.0086,0.0193,good,24.6,low,access_difficulty,2026-05-07
AST--RW-POL-007033,60.8,0.0369,0.0952,watch,38.8,medium,age|bushfire_exposure|access_difficulty,2026-05-12
AST--RW-POL-007034,88.6,0.0014,0.0036,good,22.9,low,access_difficulty,2026-05-10
AST--RW-CON-007035,85.9,0.0126,0.0339,good,27.9,low,,2026-05-15
AST--RW-TRA-007036,63.5,0.0371,0.1128,watch,31.1,medium,access_difficulty,2026-05-15
AST--RW-POL-007037,73.8,0.0047,0.0111,watch,28.1,low,access_difficulty,2026-05-16
AST--RW-TRA-007038,54.6,0.0445,0.125,poor,49.0,medium,age|access_difficulty,2026-05-06
AST--RW-SEC-007039,51.1,0.0495,0.1416,poor,45.4,medium,age|access_difficulty,2026-05-14
AST--RW-POL-007040,57.5,0.0311,0.0792,watch,48.5,medium,age,2026-05-10
AST--RW-SWI-007041,68.4,0.0455,0.0927,watch,38.7,medium,access_difficulty,2026-05-03
AST--RW-POL-007042,73.5,0.0186,0.0421,watch,29.3,low,access_difficulty,2026-05-07
AST--RW-TRA-007043,49.7,0.0543,0.1445,poor,45.9,medium,age|access_difficulty,2026-05-04
AST--RW-POL-007044,58.4,0.0405,0.0978,watch,41.8,medium,age,2026-05-12
AST--RW-REC-007045,40.3,0.0572,0.144,poor,43.8,medium,age|condition|access_difficulty,2026-05-07
AST--RW-POL-007046,77.7,0.0066,0.0145,good,24.4,low,access_difficulty,2026-05-04
AST--RW-POL-007047,66.4,0.0137,0.0402,watch,30.9,low,,2026-05-16
AST--RW-SWI-007048,67.7,0.0464,0.102,watch,35.6,medium,age|access_difficulty,2026-05-06
AST--RW-POL-007049,46.8,0.0339,0.0789,poor,50.9,medium,age|access_difficulty,2026-05-10
AST--RW-POL-007050,65.1,0.0431,0.124,watch,32.0,medium,bushfire_exposure|access_difficulty,2026-05-16
AST--RW-POL-007051,58.4,0.0534,0.1441,watch,41.7,medium,access_difficulty,2026-05-16
AST--RW-POL-007052,70.7,0.0194,0.0588,watch,29.9,low,access_difficulty,2026-05-06
AST--RW-REC-007053,69.6,0.003,0.007,watch,25.4,low,,2026-05-11
AST--RW-TRA-007054,84.0,0.0012,0.0025,good,28.7,low,bushfire_exposure|access_difficulty,2026-05-12
AST--RW-POL-007055,85.8,0.0069,0.0208,good,28.2,low,access_difficulty,2026-05-10
AST--RW-TRA-007056,79.7,0.0124,0.0289,good,28.1,low,,2026-05-17
AST--RW-CON-007057,82.6,0.0188,0.0477,good,25.4,low,access_difficulty,2026-05-03
AST--RW-SWI-007058,59.6,0.0191,0.039,watch,28.3,low,age|access_difficulty,2026-05-11
AST--RW-SWI-007059,84.4,0.0058,0.0152,good,19.4,low,,2026-05-03
AST--RW-POL-007060,52.2,0.0347,0.095,poor,41.8,medium,age|access_difficulty,2026-05-10
AST--RW-POL-007061,65.7,0.0481,0.1,watch,36.0,medium,access_difficulty,2026-05-17
AST--RW-POL-007062,54.7,0.0401,0.1019,poor,38.0,medium,age|access_difficulty,2026-05-12
AST--RW-POL-007063,73.3,0.0036,0.0087,watch,29.3,low,,2026-05-06
AST--RW-CON-007064,75.0,0.0352,0.0907,watch,34.2,medium,age|access_difficulty,2026-05-06
AST--RW-SEC-007065,90.8,0.0016,0.005,good,11.3,low,access_difficulty,2026-05-10
AST--RW-POL-007066,69.7,0.0019,0.004,watch,19.3,low,,2026-05-13
AST--RW-SWI-007067,54.1,0.0379,0.09,poor,42.3,medium,age|access_difficulty,2026-05-14
AST--RW-RIN-007068,70.6,0.0446,0.0894,watch,40.0,medium,age,2026-05-09
AST--RW-TRA-007069,97.0,0.0028,0.0065,good,18.8,low,access_difficulty,2026-05-03
AST--RW-POL-007070,99,0.004,0.0102,good,16.9,low,access_difficulty,2026-05-14
AST--RW-POL-007071,83.3,0.0111,0.0253,good,19.8,low,access_difficulty,2026-05-14
AST--RW-SEC-007072,98.2,0.0027,0.0077,good,22.8,low,access_difficulty,2026-05-04
AST--RW-POL-007073,82.2,0.025,0.0795,good,33.8,medium,access_difficulty,2026-05-04
AST--RW-CON-007074,83.4,0.0034,0.007,good,22.8,low,access_difficulty,2026-05-16
AST--RW-POL-007075,57.0,0.0591,0.1784,watch,41.7,medium,age|access_difficulty,2026-05-10
AST--RW-TRA-007076,81.1,0.0074,0.0175,good,22.8,low,,2026-05-15
AST--RW-POL-007077,59.3,0.0498,0.1341,watch,40.8,medium,age,2026-05-11
AST--RW-POL-007078,86.1,0.0125,0.0394,good,29.9,low,access_difficulty,2026-05-16
AST--RW-SEC-007079,76.3,0.0249,0.0794,good,32.7,medium,access_difficulty,2026-05-11
AST--RW-POL-007080,87.6,0.0073,0.0184,good,21.4,low,access_difficulty,2026-05-07
AST--RW-POL-007081,67.2,0.0326,0.0867,watch,39.2,medium,age,2026-05-13
AST--RW-SWI-007082,56.4,0.0392,0.0865,watch,38.6,medium,age,2026-05-08
AST--RW-POL-007083,63.4,0.022,0.0574,watch,45.1,medium,age|access_difficulty,2026-05-13
AST--RW-TRA-007084,66.9,0.019,0.0433,watch,29.8,low,access_difficulty,2026-05-09
AST--RW-POL-007085,71.4,0.0476,0.1413,watch,33.4,medium,age|access_difficulty,2026-05-03
AST--RW-POL-007086,39.4,0.0263,0.068,poor,50.8,medium,age|condition|access_difficulty,2026-05-17
AST--RW-POL-007087,52.6,0.0367,0.0972,poor,44.3,medium,age,2026-05-11
AST--RW-POL-007088,56.5,0.0196,0.0555,watch,28.9,low,age|access_difficulty,2026-05-17
AST--RW-POL-007089,64.8,0.0522,0.1345,watch,46.7,medium,age|access_difficulty,2026-05-13
AST--RW-SWI-007090,63.3,0.0426,0.114,watch,36.7,medium,age|access_difficulty,2026-05-17
AST--RW-POL-007091,78.5,0.0151,0.0416,good,18.9,low,,2026-05-15
AST--RW-POL-007092,78.1,0.0117,0.0358,good,26.0,low,access_difficulty,2026-05-05
AST--RW-POL-007093,66.6,0.0479,0.1266,watch,43.9,medium,bushfire_exposure|access_difficulty,2026-05-09
AST--RW-TRA-007094,81.9,0.0118,0.0352,good,25.2,low,,2026-05-11
AST--RW-POL-007095,57.9,0.0234,0.0653,watch,43.1,medium,age|access_difficulty,2026-05-09
AST--RW-POL-007096,67.9,0.037,0.1125,watch,33.2,medium,age,2026-05-14
AST--RW-POL-007097,53.5,0.0517,0.1536,poor,44.8,medium,age|access_difficulty,2026-05-16
AST--RW-POL-007098,67.8,0.0315,0.0855,watch,32.5,medium,age,2026-05-11
AST--RW-TRA-007099,73.4,0.0097,0.0245,watch,29.0,low,access_difficulty,2026-05-03
AST--RW-RIN-007100,71.1,0.0181,0.0534,watch,22.7,low,access_difficulty,2026-05-17
AST--RW-POL-007101,63.2,0.0273,0.0716,watch,32.7,medium,access_difficulty,2026-05-08
AST--RW-POL-007102,69.6,0.0457,0.1233,watch,37.0,medium,age|access_difficulty,2026-05-15
AST--RW-TRA-007103,59.0,0.0475,0.1286,watch,32.2,medium,age|access_difficulty,2026-05-09
AST--RW-POL-007104,72.6,0.0358,0.1095,watch,33.9,medium,age,2026-05-13
AST--RW-POL-007105,71.6,0.0588,0.1436,watch,31.0,medium,access_difficulty,2026-05-14
AST--RW-POL-007106,78.6,0.0122,0.0254,good,24.0,low,access_difficulty,2026-05-11
AST--RW-POL-007107,80.1,0.0045,0.0129,good,17.1,low,access_difficulty,2026-05-09
AST--RW-POL-007108,69.4,0.058,0.1609,watch,33.4,medium,access_difficulty,2026-05-07
AST--RW-POL-007109,92.6,0.0171,0.0353,good,13.3,low,access_difficulty,2026-05-10
AST--RW-POL-007110,72.5,0.0571,0.1463,watch,35.0,medium,,2026-05-05
AST--RW-POL-007111,69.6,0.0291,0.0675,watch,36.7,medium,access_difficulty,2026-05-16
AST--RW-POL-007112,61.7,0.0558,0.1197,watch,40.8,medium,age|access_difficulty,2026-05-14
AST--RW-POL-007113,66.7,0.0361,0.0858,watch,41.5,medium,age,2026-05-03
AST--RW-POL-007114,51.6,0.0304,0.0814,poor,48.6,medium,age|bushfire_exposure|access_difficulty,2026-05-14
AST--RW-POL-007115,75.5,0.0155,0.0326,watch,30.1,low,access_difficulty,2026-05-10
AST--RW-POL-007116,91.2,0.0142,0.0451,good,25.1,low,access_difficulty,2026-05-16
AST--RW-POL-007117,85.8,0.015,0.0327,good,25.5,low,access_difficulty,2026-05-05
AST--RW-POL-007118,58.2,0.0491,0.115,watch,43.9,medium,age|access_difficulty,2026-05-07
AST--RW-POL-007119,72.2,0.0129,0.0279,watch,29.7,low,access_difficulty,2026-05-08
AST--RW-TRA-007120,62.1,0.0341,0.0881,watch,39.1,medium,access_difficulty,2026-05-10
AST--RW-POL-007121,55.4,0.0316,0.084,poor,35.4,medium,age,2026-05-16
AST--RW-POL-007122,63.4,0.0275,0.0615,watch,38.3,medium,access_difficulty,2026-05-15
AST--RW-POL-007123,98.7,0.0122,0.0319,good,14.0,low,,2026-05-06
AST--RW-CON-007124,73.0,0.045,0.1249,watch,31.4,medium,age|access_difficulty,2026-05-03
AST--RW-POL-007125,63.7,0.0258,0.0805,watch,36.7,medium,access_difficulty,2026-05-06
AST--RW-POL-007126,68.0,0.0412,0.1188,watch,38.2,medium,access_difficulty,2026-05-13
AST--RW-POL-007127,61.0,0.0553,0.1422,watch,46.1,medium,age,2026-05-08
AST--RW-POL-007128,88.5,0.0021,0.0049,good,14.0,low,,2026-05-17
AST--RW-RIN-007129,58.8,0.0463,0.1297,watch,35.0,medium,age|access_difficulty,2026-05-07
AST--RW-SWI-007130,66.0,0.0478,0.1457,watch,36.0,medium,age,2026-05-11
AST--RW-POL-007131,63.2,0.0083,0.0208,watch,30.6,low,access_difficulty,2026-05-11
AST--RW-POL-007132,67.9,0.0252,0.0613,watch,33.5,medium,age|bushfire_exposure,2026-05-04
AST--RW-SEC-007133,92.7,0.0048,0.0103,good,22.1,low,bushfire_exposure|access_difficulty,2026-05-03
AST--RW-TRA-007134,60.8,0.0354,0.0834,watch,37.6,medium,,2026-05-06
AST--RW-SWI-007135,83.4,0.0499,0.1526,good,34.0,medium,bushfire_exposure|access_difficulty,2026-05-08
AST--RW-POL-007136,53.5,0.0277,0.0682,poor,40.0,medium,age,2026-05-14
AST--RW-POL-007137,68.1,0.0577,0.146,watch,37.1,medium,age|access_difficulty,2026-05-17
AST--RW-POL-007138,67.0,0.051,0.1085,watch,38.0,medium,age,2026-05-06
AST--RW-POL-007139,51.0,0.0257,0.0521,poor,36.5,medium,age|bushfire_exposure|access_difficulty,2026-05-14
AST--RW-POL-007140,85.6,0.0235,0.0611,good,31.1,medium,access_difficulty,2026-05-13
AST--RW-POL-007141,82.0,0.0126,0.0359,good,19.4,low,access_difficulty,2026-05-13
AST--RW-TRA-007142,70.7,0.0028,0.0066,watch,24.1,low,age,2026-05-17
AST--RW-POL-007143,94.5,0.0165,0.0444,good,17.6,low,,2026-05-10
AST--RW-POL-007144,88.1,0.0199,0.0476,good,24.1,low,,2026-05-13
AST--RW-POL-007145,59.0,0.0522,0.148,watch,40.7,medium,age|bushfire_exposure|access_difficulty,2026-05-10
AST--RW-POL-007146,66.2,0.0423,0.1342,watch,33.6,medium,age,2026-05-06
AST--RW-POL-007147,58.0,0.0572,0.1362,watch,41.5,medium,age|access_difficulty,2026-05-09
AST--RW-TRA-007148,38.1,0.0337,0.0685,poor,48.4,medium,age|condition,2026-05-12
