work_order_id,asset_id,feeder_id,region_id,work_type,priority,status,created_date,scheduled_date,completed_date,estimated_hours,estimated_cost_aud,crew_type,depot_id
WO-0002816,,FDR-SEQ-0020,REG-SEQ,vegetation_treatment,high,in_progress,2024-05-28,2024-08-14,,24.2,13546.04,vegetation_crew,DEP-SEQ-0002
WO-0002817,AST--RW-POL-006703,FDR--RW-0115,REG-RW,repair,medium,completed,2025-08-17,2025-09-21,2025-09-29,5.1,6830.3,substation_crew,DEP--RW-0013
WO-0002818,,FDR-CQI-0106,REG-CQI,planned_maintenance,medium,cancelled,2026-04-29,2026-06-09,,8.6,11990.93,line_crew,DEP-CQI-0009
WO-0002819,AST-TSV-TRA-004627,FDR-TSV-0085,REG-TSV,storm_response,low,scheduled,2024-10-11,2024-11-07,,4.0,10367.24,vegetation_crew,DEP-TSV-0006
WO-0002820,,FDR--RW-0120,REG-RW,repair,urgent,scheduled,2025-01-06,2025-01-25,,27.9,15946.23,line_crew,DEP--RW-0012
WO-0002821,AST-CQI-REC-006110,FDR-CQI-0108,REG-CQI,replacement,high,approved,2026-02-12,2026-03-05,,28.7,16123.24,substation_crew,DEP-CQI-0010
WO-0002822,AST-MKY-POL-002932,FDR-MKY-0058,REG-MKY,inspection,medium,completed,2025-02-01,2025-04-09,2025-05-06,16.7,5058.6,line_crew,DEP-MKY-0004
WO-0002823,AST-SEQ-POL-000177,FDR-SEQ-0004,REG-SEQ,vegetation_treatment,urgent,scheduled,2024-10-01,2024-12-05,,32.8,11467.21,line_crew,DEP-SEQ-0001
WO-0002824,,FDR-SEQ-0025,REG-SEQ,inspection,high,completed,2025-11-13,2026-02-09,2026-02-26,30.5,14996.3,substation_crew,DEP-SEQ-0003
WO-0002825,,FDR--RW-0119,REG-RW,vegetation_treatment,high,draft,2025-01-20,2025-03-26,,35.9,23042.51,line_crew,DEP--RW-0013
WO-0002826,AST-SEQ-TRA-002092,FDR-SEQ-0040,REG-SEQ,inspection,medium,completed,2025-03-20,2025-05-02,2025-05-26,28.6,12567.84,line_crew,DEP-SEQ-0002
WO-0002827,,FDR-SEQ-0021,REG-SEQ,storm_response,high,completed,2025-05-01,2025-06-22,2025-06-27,21.8,6681.74,substation_crew,DEP-SEQ-0001
WO-0002828,AST-CQI-POL-005074,FDR-CQI-0092,REG-CQI,replacement,medium,in_progress,2025-08-16,2025-09-05,,19.5,9250.29,drone_team,DEP-CQI-0010
WO-0002829,AST-TSV-POL-004397,FDR-TSV-0081,REG-TSV,access_remediation,high,approved,2025-02-16,2025-02-20,,13.6,5714.36,substation_crew,DEP-TSV-0007
WO-0002830,AST-TSV-POL-004833,FDR-TSV-0087,REG-TSV,inspection,high,scheduled,2025-09-26,2025-11-05,,29.7,18820.62,substation_crew,DEP-TSV-0008
WO-0002831,AST--RW-REC-007739,FDR--RW-0126,REG-RW,vegetation_treatment,high,draft,2026-04-27,2026-07-23,,11.1,14301.59,substation_crew,DEP--RW-0013
WO-0002832,AST-MKY-POL-002201,FDR-MKY-0043,REG-MKY,access_remediation,high,draft,2026-05-13,2026-06-13,,32.8,15932.19,vegetation_crew,DEP-MKY-0005
WO-0002833,AST-SEQ-POL-000545,FDR-SEQ-0010,REG-SEQ,repair,medium,in_progress,2025-07-27,2025-10-08,,8.6,9010.25,vegetation_crew,DEP-SEQ-0002
WO-0002834,AST-TSV-TRA-003948,FDR-TSV-0075,REG-TSV,vegetation_treatment,urgent,draft,2025-07-09,2025-09-11,,29.3,19301.61,vegetation_crew,DEP-TSV-0008
WO-0002835,AST--RW-POL-006779,FDR--RW-0116,REG-RW,storm_response,high,in_progress,2024-08-23,2024-10-17,,15.3,15474.73,substation_crew,DEP--RW-0013
WO-0002836,AST-TSV-TRA-003944,FDR-TSV-0075,REG-TSV,access_remediation,medium,in_progress,2025-01-28,2025-04-23,,11.3,12490.51,substation_crew,DEP-TSV-0008
WO-0002837,AST-TSV-POL-004025,FDR-TSV-0076,REG-TSV,repair,low,completed,2024-06-05,2024-09-02,2024-09-07,6.5,2971.16,substation_crew,DEP-TSV-0007
WO-0002838,AST-MKY-POL-002586,FDR-MKY-0050,REG-MKY,planned_maintenance,high,completed,2025-03-11,2025-03-15,2025-03-25,2.8,7389.79,substation_crew,DEP-MKY-0005
WO-0002839,,FDR-CQI-0097,REG-CQI,storm_response,low,scheduled,2024-06-01,2024-06-07,,9.8,8548.18,substation_crew,DEP-CQI-0010
WO-0002840,,FDR-SEQ-0020,REG-SEQ,replacement,urgent,cancelled,2024-10-04,2024-10-14,,30.1,14325.66,drone_team,DEP-SEQ-0003
WO-0002841,AST-SEQ-REC-000097,FDR-SEQ-0003,REG-SEQ,inspection,medium,completed,2026-04-03,2026-06-27,2026-07-07,17.8,8251.17,substation_crew,DEP-SEQ-0003
WO-0002842,,FDR-TSV-0078,REG-TSV,access_remediation,high,scheduled,2025-11-06,2026-01-28,,25.5,14928.16,line_crew,DEP-TSV-0006
WO-0002843,AST-CQI-POL-005501,FDR-CQI-0098,REG-CQI,repair,high,completed,2024-11-24,2025-01-07,2025-02-03,8.9,5843.74,drone_team,DEP-CQI-0010
WO-0002844,,FDR-CQI-0090,REG-CQI,storm_response,urgent,completed,2025-07-07,2025-09-08,2025-10-06,15.3,6682.09,drone_team,DEP-CQI-0009
WO-0002845,AST-TSV-CON-003795,FDR-TSV-0072,REG-TSV,replacement,medium,draft,2024-10-14,2024-10-23,,5.0,2008.78,line_crew,DEP-TSV-0006
WO-0002846,AST-SEQ-TRA-001556,FDR-SEQ-0029,REG-SEQ,repair,high,completed,2026-05-06,2026-06-03,2026-06-09,6.1,12777.98,drone_team,DEP-SEQ-0001
WO-0002847,,FDR-TSV-0083,REG-TSV,replacement,high,scheduled,2024-08-05,2024-10-26,,15.1,9925.45,substation_crew,DEP-TSV-0008
WO-0002848,AST-TSV-POL-004321,FDR-TSV-0080,REG-TSV,inspection,low,scheduled,2024-07-09,2024-10-02,,15.6,14767.33,substation_crew,DEP-TSV-0006
WO-0002849,,FDR-SEQ-0030,REG-SEQ,planned_maintenance,low,scheduled,2025-11-19,2025-12-13,,7.9,9816.47,drone_team,DEP-SEQ-0002
WO-0002850,AST-CQI-POL-005859,FDR-CQI-0104,REG-CQI,inspection,medium,completed,2025-02-12,2025-03-22,2025-04-02,29.8,13678.38,substation_crew,DEP-CQI-0010
WO-0002851,AST-TSV-CON-003632,FDR-TSV-0069,REG-TSV,access_remediation,urgent,completed,2024-10-05,2024-10-26,2024-11-09,25.6,17027.23,vegetation_crew,DEP-TSV-0007
WO-0002852,AST--RW-RIN-007544,FDR--RW-0124,REG-RW,inspection,urgent,approved,2026-03-14,2026-06-08,,26.4,17757.98,drone_team,DEP--RW-0013
WO-0002853,,FDR-SEQ-0027,REG-SEQ,replacement,low,approved,2024-11-06,2024-12-31,,19.5,11405.15,substation_crew,DEP-SEQ-0003
WO-0002854,,FDR-MKY-0058,REG-MKY,inspection,medium,scheduled,2024-09-26,2024-10-30,,13.2,9095.65,substation_crew,DEP-MKY-0004
WO-0002855,AST-MKY-POL-002927,FDR-MKY-0057,REG-MKY,vegetation_treatment,medium,scheduled,2024-12-28,2025-02-03,,25.0,11757.39,vegetation_crew,DEP-MKY-0004
WO-0002856,,FDR-SEQ-0008,REG-SEQ,replacement,low,scheduled,2024-05-28,2024-08-08,,32.4,15238.91,drone_team,DEP-SEQ-0001
WO-0002857,AST-TSV-TRA-004432,FDR-TSV-0081,REG-TSV,repair,low,scheduled,2025-04-22,2025-06-16,,6.0,2533.78,vegetation_crew,DEP-TSV-0008
WO-0002858,,FDR-CQI-0097,REG-CQI,repair,high,completed,2025-01-20,2025-02-24,2025-02-25,18.6,11737.06,line_crew,DEP-CQI-0010
WO-0002859,AST-CQI-SWI-005383,FDR-CQI-0097,REG-CQI,planned_maintenance,medium,cancelled,2025-11-03,2025-11-13,,30.6,16644.79,vegetation_crew,DEP-CQI-0010
WO-0002860,AST--RW-POL-007287,FDR--RW-0122,REG-RW,vegetation_treatment,medium,in_progress,2024-09-05,2024-10-20,,31.5,18331.64,drone_team,DEP--RW-0011
WO-0002861,AST-SEQ-TRA-001165,FDR-SEQ-0021,REG-SEQ,repair,medium,in_progress,2025-09-27,2025-10-02,,12.4,7872.55,vegetation_crew,DEP-SEQ-0001
WO-0002862,AST--RW-POL-006304,FDR--RW-0110,REG-RW,repair,urgent,scheduled,2024-06-04,2024-06-19,,10.0,11084.39,vegetation_crew,DEP--RW-0012
WO-0002863,AST-CQI-CON-005026,FDR-CQI-0091,REG-CQI,inspection,medium,approved,2025-04-13,2025-06-16,,18.7,6959.97,drone_team,DEP-CQI-0010
WO-0002864,AST-SEQ-POL-000570,FDR-SEQ-0010,REG-SEQ,repair,medium,completed,2024-05-18,2024-06-22,2024-06-30,20.3,10538.07,line_crew,DEP-SEQ-0002
WO-0002865,,FDR-TSV-0085,REG-TSV,access_remediation,medium,completed,2025-06-14,2025-08-23,2025-08-25,28.9,17850.81,substation_crew,DEP-TSV-0008
WO-0002866,AST--RW-TRA-007465,FDR--RW-0124,REG-RW,replacement,low,in_progress,2026-03-25,2026-06-07,,26.3,18677.89,vegetation_crew,DEP--RW-0011
WO-0002867,,FDR-SEQ-0010,REG-SEQ,vegetation_treatment,urgent,in_progress,2025-01-05,2025-02-01,,22.0,15408.29,drone_team,DEP-SEQ-0003
WO-0002868,AST-TSV-POL-003950,FDR-TSV-0075,REG-TSV,repair,high,completed,2024-10-27,2025-01-22,2025-02-16,4.3,6893.25,drone_team,DEP-TSV-0006
WO-0002869,,FDR-MKY-0062,REG-MKY,vegetation_treatment,high,completed,2025-12-06,2026-02-14,2026-02-24,35.5,10036.62,vegetation_crew,DEP-MKY-0005
WO-0002870,,FDR-MKY-0056,REG-MKY,repair,low,scheduled,2025-07-14,2025-09-04,,16.8,10364.15,vegetation_crew,DEP-MKY-0005
WO-0002871,AST-TSV-POL-003557,FDR-TSV-0068,REG-TSV,repair,low,completed,2024-06-08,2024-08-25,2024-09-23,35.8,10999.21,line_crew,DEP-TSV-0007
WO-0002872,AST-TSV-POL-004465,FDR-TSV-0082,REG-TSV,vegetation_treatment,high,in_progress,2025-03-13,2025-04-01,,6.9,8834.79,drone_team,DEP-TSV-0006
WO-0002873,AST-MKY-POL-003286,FDR-MKY-0064,REG-MKY,repair,medium,completed,2024-10-19,2024-10-31,2024-11-28,23.8,9504.01,vegetation_crew,DEP-MKY-0005
WO-0002874,,FDR-MKY-0046,REG-MKY,inspection,medium,completed,2025-04-08,2025-05-24,2025-05-26,32.2,17379.41,vegetation_crew,DEP-MKY-0005
WO-0002875,AST-CQI-POL-005680,FDR-CQI-0101,REG-CQI,inspection,urgent,scheduled,2025-05-03,2025-06-22,,5.6,3877.65,line_crew,DEP-CQI-0010
WO-0002876,AST--RW-POL-006674,FDR--RW-0115,REG-RW,inspection,urgent,completed,2025-01-06,2025-03-05,2025-03-15,9.3,2777.73,vegetation_crew,DEP--RW-0012
WO-0002877,AST-MKY-POL-002885,FDR-MKY-0057,REG-MKY,vegetation_treatment,medium,scheduled,2025-12-18,2026-02-28,,17.0,11165.58,line_crew,DEP-MKY-0004
WO-0002878,AST-SEQ-TRA-002133,FDR-SEQ-0041,REG-SEQ,replacement,high,in_progress,2025-02-06,2025-03-13,,25.3,10846.74,line_crew,DEP-SEQ-0002
WO-0002879,,FDR--RW-0118,REG-RW,repair,low,completed,2024-11-24,2025-01-28,2025-02-09,9.8,14126.12,drone_team,DEP--RW-0013
WO-0002880,AST-SEQ-POL-000486,FDR-SEQ-0009,REG-SEQ,inspection,medium,scheduled,2026-05-08,2026-08-03,,33.0,8393.57,substation_crew,DEP-SEQ-0002
WO-0002881,AST-MKY-POL-002226,FDR-MKY-0043,REG-MKY,vegetation_treatment,low,completed,2025-11-08,2025-12-15,2026-01-13,21.3,10723.32,drone_team,DEP-MKY-0005
WO-0002882,AST-TSV-POL-004204,FDR-TSV-0078,REG-TSV,inspection,medium,approved,2025-11-02,2025-11-04,,30.0,15031.76,vegetation_crew,DEP-TSV-0007
WO-0002883,,FDR-MKY-0047,REG-MKY,replacement,low,in_progress,2026-02-18,2026-04-07,,28.9,17472.42,substation_crew,DEP-MKY-0005
WO-0002884,,FDR-SEQ-0041,REG-SEQ,replacement,medium,in_progress,2025-02-14,2025-04-16,,10.5,5455.31,vegetation_crew,DEP-SEQ-0003
WO-0002885,AST-CQI-POL-005635,FDR-CQI-0100,REG-CQI,vegetation_treatment,high,scheduled,2024-10-17,2024-12-01,,35.6,21784.08,substation_crew,DEP-CQI-0009
WO-0002886,,FDR-TSV-0071,REG-TSV,vegetation_treatment,low,completed,2026-05-14,2026-06-15,2026-06-21,12.2,12999.73,vegetation_crew,DEP-TSV-0008
WO-0002887,AST-TSV-CON-003732,FDR-TSV-0071,REG-TSV,repair,high,completed,2026-04-02,2026-04-26,2026-05-07,34.0,8806.72,drone_team,DEP-TSV-0007
WO-0002888,AST-TSV-POL-003414,FDR-TSV-0066,REG-TSV,access_remediation,medium,completed,2025-08-08,2025-09-27,2025-10-19,35.2,11772.75,line_crew,DEP-TSV-0006
WO-0002889,,FDR-CQI-0097,REG-CQI,inspection,medium,in_progress,2025-06-30,2025-08-02,,15.8,13845.5,drone_team,DEP-CQI-0010
WO-0002890,,FDR-SEQ-0027,REG-SEQ,storm_response,medium,scheduled,2024-10-05,2024-10-20,,32.9,16288.37,drone_team,DEP-SEQ-0001
WO-0002891,,FDR-SEQ-0039,REG-SEQ,inspection,medium,scheduled,2024-07-26,2024-08-01,,3.5,11231.78,vegetation_crew,DEP-SEQ-0001
WO-0002892,AST-TSV-POL-003593,FDR-TSV-0069,REG-TSV,repair,low,completed,2024-10-28,2024-11-27,2024-12-24,24.8,10511.72,substation_crew,DEP-TSV-0008
WO-0002893,AST-SEQ-POL-001178,FDR-SEQ-0022,REG-SEQ,inspection,medium,completed,2025-09-01,2025-09-17,2025-10-10,7.2,13183.29,drone_team,DEP-SEQ-0002
WO-0002894,AST-SEQ-POL-000850,FDR-SEQ-0015,REG-SEQ,replacement,low,scheduled,2025-09-07,2025-11-13,,16.1,15894.27,line_crew,DEP-SEQ-0002
WO-0002895,,FDR-MKY-0047,REG-MKY,planned_maintenance,low,cancelled,2025-02-23,2025-04-16,,22.5,11420.82,substation_crew,DEP-MKY-0004
WO-0002896,AST-CQI-SWI-005383,FDR-CQI-0097,REG-CQI,replacement,low,completed,2025-06-05,2025-08-04,2025-08-13,10.3,8224.53,line_crew,DEP-CQI-0009
WO-0002897,AST-SEQ-TRA-001916,FDR-SEQ-0037,REG-SEQ,vegetation_treatment,low,draft,2025-02-09,2025-04-04,,12.6,6754.21,drone_team,DEP-SEQ-0003
WO-0002898,AST-SEQ-SWI-001126,FDR-SEQ-0021,REG-SEQ,repair,low,completed,2024-08-21,2024-08-28,2024-09-25,25.4,13317.56,drone_team,DEP-SEQ-0001
WO-0002899,AST-CQI-CON-006042,FDR-CQI-0107,REG-CQI,inspection,medium,scheduled,2026-03-25,2026-05-12,,27.7,17557.09,substation_crew,DEP-CQI-0010
WO-0002900,,FDR-TSV-0077,REG-TSV,inspection,medium,approved,2024-12-25,2025-01-24,,24.9,10084.05,drone_team,DEP-TSV-0008
WO-0002901,AST-SEQ-POL-001527,FDR-SEQ-0028,REG-SEQ,inspection,medium,scheduled,2025-08-03,2025-10-26,,33.9,14717.19,substation_crew,DEP-SEQ-0002
WO-0002902,AST-TSV-CON-003454,FDR-TSV-0066,REG-TSV,replacement,low,completed,2024-07-17,2024-08-09,2024-08-22,33.0,9802.95,vegetation_crew,DEP-TSV-0006
WO-0002903,AST--RW-POL-007704,FDR--RW-0126,REG-RW,vegetation_treatment,high,in_progress,2025-07-18,2025-09-03,,34.8,12059.75,line_crew,DEP--RW-0012
WO-0002904,,FDR--RW-0117,REG-RW,inspection,medium,scheduled,2026-05-05,2026-07-21,,29.1,10313.78,drone_team,DEP--RW-0012
WO-0002905,,FDR-MKY-0058,REG-MKY,storm_response,medium,completed,2025-10-29,2025-11-26,2025-12-04,26.3,14548.48,line_crew,DEP-MKY-0004
WO-0002906,AST-TSV-POL-003327,FDR-TSV-0065,REG-TSV,planned_maintenance,medium,in_progress,2025-11-18,2025-11-20,,2.5,7786.43,substation_crew,DEP-TSV-0006
WO-0002907,AST-TSV-POL-003521,FDR-TSV-0068,REG-TSV,inspection,high,completed,2024-09-01,2024-09-16,2024-09-27,11.5,14074.69,vegetation_crew,DEP-TSV-0007
WO-0002908,AST-CQI-POL-005887,FDR-CQI-0105,REG-CQI,replacement,high,scheduled,2024-09-29,2024-12-10,,2.9,1662.95,drone_team,DEP-CQI-0009
WO-0002909,AST--RW-POL-006851,FDR--RW-0116,REG-RW,repair,high,scheduled,2025-02-02,2025-04-17,,31.0,17534.58,line_crew,DEP--RW-0011
WO-0002910,AST-MKY-POL-002932,FDR-MKY-0058,REG-MKY,vegetation_treatment,low,approved,2026-03-14,2026-05-27,,30.3,16504.02,substation_crew,DEP-MKY-0005
WO-0002911,AST-TSV-POL-003888,FDR-TSV-0074,REG-TSV,inspection,high,completed,2026-05-08,2026-08-06,2026-09-01,7.6,5830.63,line_crew,DEP-TSV-0008
WO-0002912,AST-CQI-REC-005248,FDR-CQI-0095,REG-CQI,repair,medium,completed,2025-10-08,2026-01-04,2026-01-06,2.2,8946.32,substation_crew,DEP-CQI-0009
WO-0002913,AST-TSV-SEC-004033,FDR-TSV-0076,REG-TSV,storm_response,low,approved,2025-03-08,2025-03-12,,31.5,12364.39,line_crew,DEP-TSV-0008
WO-0002914,AST-MKY-POL-002680,FDR-MKY-0052,REG-MKY,vegetation_treatment,high,completed,2025-06-18,2025-07-11,2025-08-10,34.0,18704.53,substation_crew,DEP-MKY-0005
WO-0002915,,FDR-TSV-0080,REG-TSV,repair,high,completed,2025-02-07,2025-04-03,2025-04-22,30.9,10734.64,line_crew,DEP-TSV-0007
WO-0002916,AST--RW-POL-007049,FDR--RW-0119,REG-RW,vegetation_treatment,high,scheduled,2025-01-25,2025-03-23,,14.6,15361.13,substation_crew,DEP--RW-0013
WO-0002917,,FDR-MKY-0055,REG-MKY,repair,medium,completed,2024-10-24,2024-12-19,2025-01-14,21.9,10637.31,line_crew,DEP-MKY-0005
WO-0002918,AST-SEQ-TRA-002164,FDR-SEQ-0042,REG-SEQ,planned_maintenance,low,in_progress,2025-08-13,2025-08-23,,14.7,12566.75,substation_crew,DEP-SEQ-0001
WO-0002919,,FDR-SEQ-0015,REG-SEQ,planned_maintenance,medium,scheduled,2026-05-03,2026-07-04,,3.8,2961.8,line_crew,DEP-SEQ-0003
WO-0002920,,FDR-MKY-0057,REG-MKY,replacement,medium,completed,2025-03-29,2025-04-28,2025-05-13,33.5,14463.23,vegetation_crew,DEP-MKY-0004
WO-0002921,AST--RW-REC-006858,FDR--RW-0117,REG-RW,inspection,medium,scheduled,2025-08-10,2025-09-19,,21.1,16012.61,line_crew,DEP--RW-0013
WO-0002922,AST-MKY-SWI-002957,FDR-MKY-0058,REG-MKY,inspection,low,completed,2026-02-22,2026-02-28,2026-03-07,14.3,10289.89,vegetation_crew,DEP-MKY-0004
WO-0002923,AST--RW-POL-006321,FDR--RW-0110,REG-RW,inspection,urgent,scheduled,2026-05-11,2026-08-08,,34.8,17576.64,line_crew,DEP--RW-0013
WO-0002924,AST-TSV-TRA-003803,FDR-TSV-0072,REG-TSV,replacement,high,in_progress,2024-08-11,2024-08-31,,8.1,6265.67,vegetation_crew,DEP-TSV-0007
WO-0002925,AST-SEQ-TRA-001999,FDR-SEQ-0039,REG-SEQ,repair,low,completed,2024-09-28,2024-12-13,2024-12-21,2.4,11609.38,line_crew,DEP-SEQ-0002
WO-0002926,AST-TSV-POL-003327,FDR-TSV-0065,REG-TSV,repair,high,cancelled,2025-08-14,2025-09-07,,34.7,17892.93,line_crew,DEP-TSV-0008
WO-0002927,,FDR-CQI-0094,REG-CQI,planned_maintenance,low,completed,2025-08-28,2025-09-17,2025-10-12,9.4,5161.82,vegetation_crew,DEP-CQI-0010
WO-0002928,AST-MKY-SEC-003254,FDR-MKY-0063,REG-MKY,storm_response,high,scheduled,2025-02-21,2025-03-31,,15.0,11613.46,line_crew,DEP-MKY-0005
WO-0002929,AST-SEQ-TRA-000909,FDR-SEQ-0017,REG-SEQ,vegetation_treatment,high,in_progress,2024-11-12,2024-12-02,,7.0,5037.43,vegetation_crew,DEP-SEQ-0003
WO-0002930,,FDR-MKY-0057,REG-MKY,repair,low,cancelled,2025-06-16,2025-08-16,,31.4,17474.34,line_crew,DEP-MKY-0005
WO-0002931,AST-SEQ-POL-002061,FDR-SEQ-0040,REG-SEQ,storm_response,high,completed,2025-03-02,2025-04-10,2025-04-16,12.0,8049.07,vegetation_crew,DEP-SEQ-0001
WO-0002932,AST-TSV-TRA-003798,FDR-TSV-0072,REG-TSV,access_remediation,low,scheduled,2024-12-24,2025-02-02,,35.8,14502.54,drone_team,DEP-TSV-0008
WO-0002933,,FDR-TSV-0080,REG-TSV,replacement,medium,draft,2024-08-18,2024-08-30,,9.0,7339.86,vegetation_crew,DEP-TSV-0006
WO-0002934,AST-SEQ-POL-000188,FDR-SEQ-0004,REG-SEQ,replacement,medium,scheduled,2024-10-02,2024-10-10,,16.8,6414.9,line_crew,DEP-SEQ-0001
WO-0002935,AST--RW-POL-006785,FDR--RW-0116,REG-RW,repair,high,completed,2025-08-07,2025-10-25,2025-11-19,34.6,11415.46,substation_crew,DEP--RW-0011
WO-0002936,AST--RW-POL-007087,FDR--RW-0119,REG-RW,storm_response,high,completed,2025-08-18,2025-08-31,2025-09-30,15.6,8799.18,line_crew,DEP--RW-0011
WO-0002937,AST-SEQ-POL-000949,FDR-SEQ-0017,REG-SEQ,vegetation_treatment,low,completed,2026-02-10,2026-02-11,2026-02-26,11.4,14233.1,vegetation_crew,DEP-SEQ-0003
WO-0002938,AST-TSV-POL-003557,FDR-TSV-0068,REG-TSV,inspection,medium,completed,2025-02-25,2025-04-28,2025-05-24,21.9,17143.81,vegetation_crew,DEP-TSV-0008
WO-0002939,AST-TSV-POL-003500,FDR-TSV-0067,REG-TSV,storm_response,medium,completed,2024-12-27,2025-02-03,2025-02-10,4.2,1976.67,drone_team,DEP-TSV-0007
WO-0002940,,FDR--RW-0117,REG-RW,planned_maintenance,high,completed,2026-02-05,2026-03-03,2026-03-23,25.8,16741.03,vegetation_crew,DEP--RW-0011
WO-0002941,AST-MKY-TRA-003168,FDR-MKY-0062,REG-MKY,repair,low,in_progress,2025-10-28,2025-12-28,,23.1,8228.7,drone_team,DEP-MKY-0004
WO-0002942,AST--RW-SEC-006538,FDR--RW-0112,REG-RW,inspection,medium,scheduled,2025-01-07,2025-02-19,,9.9,13128.62,substation_crew,DEP--RW-0012
WO-0002943,AST-SEQ-TRA-000242,FDR-SEQ-0005,REG-SEQ,access_remediation,low,scheduled,2026-03-25,2026-05-18,,11.0,5041.61,line_crew,DEP-SEQ-0001
WO-0002944,AST-TSV-POL-003358,FDR-TSV-0066,REG-TSV,vegetation_treatment,urgent,draft,2024-11-13,2024-11-17,,31.9,17622.38,drone_team,DEP-TSV-0006
WO-0002945,AST-SEQ-RIN-000922,FDR-SEQ-0017,REG-SEQ,planned_maintenance,high,in_progress,2025-07-09,2025-09-11,,8.8,9693.25,vegetation_crew,DEP-SEQ-0001
WO-0002946,,FDR-SEQ-0015,REG-SEQ,replacement,high,completed,2025-11-21,2026-01-02,2026-01-10,3.7,5549.47,vegetation_crew,DEP-SEQ-0002
WO-0002947,,FDR-SEQ-0012,REG-SEQ,replacement,low,approved,2025-07-09,2025-09-22,,13.2,4027.58,drone_team,DEP-SEQ-0001
WO-0002948,AST-SEQ-POL-001696,FDR-SEQ-0032,REG-SEQ,repair,medium,scheduled,2024-05-30,2024-07-24,,11.2,14179.07,line_crew,DEP-SEQ-0002
WO-0002949,AST-TSV-POL-003836,FDR-TSV-0073,REG-TSV,replacement,low,approved,2025-07-25,2025-09-19,,29.0,18872.82,line_crew,DEP-TSV-0008
WO-0002950,,FDR-MKY-0047,REG-MKY,vegetation_treatment,high,scheduled,2026-04-20,2026-05-27,,11.3,5452.73,substation_crew,DEP-MKY-0004
WO-0002951,AST-TSV-POL-004566,FDR-TSV-0084,REG-TSV,vegetation_treatment,low,cancelled,2024-07-26,2024-08-08,,29.4,11550.11,substation_crew,DEP-TSV-0006
WO-0002952,,FDR-MKY-0055,REG-MKY,storm_response,high,in_progress,2025-02-23,2025-03-04,,17.4,14571.64,line_crew,DEP-MKY-0005
WO-0002953,AST-SEQ-TRA-002053,FDR-SEQ-0040,REG-SEQ,inspection,medium,scheduled,2026-04-09,2026-06-30,,30.6,9481.46,vegetation_crew,DEP-SEQ-0003
WO-0002954,AST-MKY-POL-002621,FDR-MKY-0050,REG-MKY,repair,medium,completed,2025-06-17,2025-08-02,2025-08-09,9.6,11530.29,vegetation_crew,DEP-MKY-0005
WO-0002955,,FDR-MKY-0061,REG-MKY,replacement,medium,scheduled,2025-09-09,2025-09-24,,22.5,18356.11,substation_crew,DEP-MKY-0004
WO-0002956,AST--RW-TRA-007650,FDR--RW-0125,REG-RW,vegetation_treatment,medium,completed,2025-04-30,2025-06-07,2025-06-20,13.1,8892.21,substation_crew,DEP--RW-0011
WO-0002957,,FDR-CQI-0100,REG-CQI,inspection,medium,completed,2024-06-28,2024-09-18,2024-09-27,24.7,8991.75,drone_team,DEP-CQI-0010
WO-0002958,,FDR-SEQ-0021,REG-SEQ,inspection,medium,completed,2024-12-28,2025-02-03,2025-02-03,7.9,10949.66,line_crew,DEP-SEQ-0001
WO-0002959,AST-SEQ-SWI-001698,FDR-SEQ-0033,REG-SEQ,storm_response,medium,completed,2025-08-01,2025-10-23,2025-11-21,6.2,12410.77,drone_team,DEP-SEQ-0003
WO-0002960,AST-TSV-SEC-004033,FDR-TSV-0076,REG-TSV,planned_maintenance,low,approved,2025-09-29,2025-10-12,,10.4,9045.36,vegetation_crew,DEP-TSV-0007
WO-0002961,,FDR-CQI-0107,REG-CQI,replacement,low,in_progress,2024-07-21,2024-09-29,,28.0,9416.44,line_crew,DEP-CQI-0009
WO-0002962,AST-CQI-POL-005209,FDR-CQI-0094,REG-CQI,planned_maintenance,high,scheduled,2025-05-20,2025-05-21,,35.1,18473.74,drone_team,DEP-CQI-0009
WO-0002963,AST-CQI-TRA-005986,FDR-CQI-0106,REG-CQI,repair,high,in_progress,2026-04-13,2026-06-16,,2.7,2126.87,vegetation_crew,DEP-CQI-0009
WO-0002964,,FDR-TSV-0068,REG-TSV,inspection,high,scheduled,2026-03-09,2026-03-17,,27.2,14025.18,substation_crew,DEP-TSV-0006
WO-0002965,AST-SEQ-CON-001687,FDR-SEQ-0032,REG-SEQ,replacement,medium,scheduled,2024-08-19,2024-11-10,,23.0,7403.36,line_crew,DEP-SEQ-0003
WO-0002966,,FDR-CQI-0105,REG-CQI,planned_maintenance,low,scheduled,2025-11-18,2025-12-09,,21.0,16778.91,substation_crew,DEP-CQI-0010
WO-0002967,AST--RW-POL-006296,FDR--RW-0110,REG-RW,access_remediation,high,in_progress,2024-12-02,2025-01-24,,34.1,12055.08,vegetation_crew,DEP--RW-0012
WO-0002968,AST-TSV-POL-004324,FDR-TSV-0080,REG-TSV,replacement,urgent,completed,2026-02-02,2026-02-20,2026-03-22,12.5,13548.29,vegetation_crew,DEP-TSV-0008
WO-0002969,AST-MKY-SWI-002957,FDR-MKY-0058,REG-MKY,repair,high,cancelled,2024-08-05,2024-09-20,,9.5,5312.74,line_crew,DEP-MKY-0004
WO-0002970,AST-MKY-POL-002970,FDR-MKY-0058,REG-MKY,storm_response,high,completed,2026-01-10,2026-02-24,2026-02-25,7.1,2171.25,line_crew,DEP-MKY-0004
