defect_id,inspection_id,asset_id,defect_type,severity,detected_date,target_rectification_date,status,safety_risk_score,reliability_risk_score
DEF-00004322,INS-0001017,AST--RW-POL-007520,access_blocked,low,2026-01-04,2026-03-10,open,20.8,15.8
DEF-00004323,INS-0002524,AST--RW-TRA-006556,termite_damage,low,2025-08-27,2025-11-28,deferred,39.9,14.7
DEF-00004324,INS-0002260,AST-CQI-POL-005285,conductor_sag,medium,2025-06-14,2025-08-02,deferred,44.6,17.9
DEF-00004325,INS-0002856,AST--RW-POL-006828,termite_damage,medium,2025-09-03,2026-01-09,closed,13.5,12.9
DEF-00004326,INS-0000725,AST-MKY-POL-002361,crossarm_corrosion,low,2025-04-15,2025-07-26,open,18.8,26.2
DEF-00004327,INS-0000113,AST--RW-POL-006877,crossarm_corrosion,medium,2025-12-30,2026-02-24,deferred,30.7,42.5
DEF-00004328,INS-0003202,AST-MKY-SEC-003061,termite_damage,medium,2025-09-18,2025-09-27,deferred,22.0,39.1
DEF-00004329,INS-0000785,AST-SEQ-SEC-001186,insulator_damage,low,2024-12-16,2025-02-05,planned,29.0,19.5
DEF-00004330,INS-0000390,AST--RW-POL-007118,access_blocked,high,2024-12-18,2025-01-14,deferred,36.6,12.9
DEF-00004331,INS-0002585,AST-SEQ-TRA-001231,conductor_sag,low,2026-02-06,2026-07-01,planned,30.6,31.2
DEF-00004332,INS-0003060,AST-SEQ-POL-001587,termite_damage,medium,2026-01-04,2026-04-28,planned,32.2,28.4
DEF-00004333,INS-0002376,AST--RW-POL-006209,crossarm_corrosion,medium,2025-12-06,2026-02-25,deferred,33.0,40.9
DEF-00004334,INS-0003249,AST-SEQ-RIN-000729,vegetation_clearance,low,2026-02-12,2026-04-17,planned,48.6,36.1
DEF-00004335,INS-0001528,AST--RW-POL-006362,insulator_damage,high,2025-07-29,2025-11-13,deferred,17.3,23.9
DEF-00004336,INS-0002594,AST-SEQ-POL-000243,flood_damage,low,2025-08-15,2026-01-22,planned,21.8,35.6
DEF-00004337,INS-0000934,AST-SEQ-POL-000884,conductor_sag,high,2025-12-27,2026-05-03,deferred,35.1,24.2
DEF-00004338,INS-0002028,AST-MKY-POL-002884,vegetation_clearance,medium,2025-01-05,2025-01-20,deferred,52.1,42.5
DEF-00004339,INS-0002556,AST-SEQ-CON-001538,vegetation_clearance,high,2025-06-26,2025-10-21,deferred,30.8,31.5
DEF-00004340,INS-0001084,AST-TSV-POL-003332,crossarm_corrosion,high,2026-01-19,2026-03-11,open,34.3,21.1
DEF-00004341,INS-0003039,AST-SEQ-POL-002039,leaning_pole,high,2025-09-18,2025-12-12,open,16.9,32.0
DEF-00004342,INS-0003224,AST-SEQ-POL-000925,vegetation_clearance,medium,2024-12-03,2025-03-21,deferred,39.8,28.7
DEF-00004343,INS-0002693,AST-SEQ-SEC-000822,lightning_damage,high,2026-04-12,2026-09-14,open,41.7,33.9
DEF-00004344,INS-0002933,AST-TSV-CON-003974,leaning_pole,medium,2026-05-11,2026-08-23,planned,27.1,44.9
DEF-00004345,INS-0000592,AST-SEQ-POL-001749,access_blocked,low,2025-11-09,2026-03-24,planned,23.4,28.0
DEF-00004346,INS-0002671,AST-MKY-CON-002317,termite_damage,low,2026-04-16,2026-10-04,planned,20.2,41.9
DEF-00004347,INS-0001871,AST-CQI-POL-006015,access_blocked,high,2024-12-04,2025-04-07,closed,38.2,30.9
DEF-00004348,INS-0001208,AST-MKY-TRA-002743,oil_leak,high,2025-03-18,2025-09-04,deferred,52.8,42.4
DEF-00004349,INS-0001465,AST-TSV-SEC-004362,crossarm_corrosion,high,2025-12-14,2026-04-01,open,28.1,26.1
DEF-00004350,INS-0000921,AST-SEQ-TRA-000501,termite_damage,low,2025-12-19,2026-02-21,closed,23.5,30.6
DEF-00004351,INS-0002550,AST-TSV-POL-004860,lightning_damage,medium,2025-09-07,2026-03-04,closed,31.5,29.0
DEF-00004352,INS-0001914,AST-TSV-POL-004371,oil_leak,low,2026-05-04,2026-09-28,open,26.1,25.7
DEF-00004353,INS-0001731,AST-SEQ-TRA-002092,insulator_damage,low,2025-03-08,2025-06-27,planned,51.5,26.4
DEF-00004354,INS-0002840,AST--RW-TRA-006317,flood_damage,low,2025-07-20,2025-10-16,closed,42.1,12.8
DEF-00004355,INS-0001648,AST--RW-SWI-007632,access_blocked,low,2025-12-03,2026-03-13,deferred,36.6,38.1
DEF-00004356,INS-0002912,AST-CQI-POL-005946,termite_damage,low,2026-04-05,2026-07-19,open,30.3,29.4
DEF-00004357,INS-0000936,AST--RW-POL-007625,flood_damage,medium,2025-05-15,2025-10-01,open,30.3,32.9
DEF-00004358,INS-0001004,AST-CQI-POL-006116,termite_damage,high,2025-03-13,2025-09-05,open,29.5,18.7
DEF-00004359,INS-0001419,AST-MKY-POL-002187,leaning_pole,medium,2025-08-03,2025-12-17,closed,25.0,29.0
DEF-00004360,INS-0000792,AST--RW-RIN-006247,lightning_damage,low,2025-02-13,2025-07-08,planned,53.3,35.2
DEF-00004361,INS-0001905,AST-TSV-TRA-003731,insulator_damage,high,2025-05-23,2025-06-27,open,29.4,24.8
DEF-00004362,INS-0003438,AST-SEQ-TRA-001044,oil_leak,medium,2026-02-14,2026-03-05,closed,25.2,36.0
DEF-00004363,INS-0001328,AST-MKY-POL-002627,vegetation_clearance,high,2025-07-22,2025-10-08,closed,25.4,41.1
DEF-00004364,INS-0000829,AST-CQI-POL-005127,vegetation_clearance,high,2025-10-27,2026-01-06,planned,36.7,31.4
DEF-00004365,INS-0000041,AST-TSV-TRA-003877,crossarm_corrosion,low,2025-03-01,2025-04-18,deferred,23.5,31.1
DEF-00004366,INS-0003398,AST--RW-CON-006730,crossarm_corrosion,medium,2025-02-16,2025-03-21,closed,20.1,31.6
DEF-00004367,INS-0000156,AST--RW-POL-006562,termite_damage,high,2025-02-10,2025-02-18,closed,30.4,41.5
DEF-00004368,INS-0001764,AST--RW-TRA-007609,flood_damage,low,2026-04-08,2026-05-12,closed,25.6,22.7
DEF-00004369,INS-0001161,AST-CQI-TRA-005902,termite_damage,low,2026-02-02,2026-07-15,deferred,27.8,38.6
DEF-00004370,INS-0003240,AST-CQI-POL-005442,conductor_sag,low,2025-09-09,2025-11-13,planned,46.4,22.3
DEF-00004371,INS-0002735,AST--RW-POL-006607,lightning_damage,low,2025-12-09,2025-12-23,deferred,43.7,14.9
DEF-00004372,INS-0001261,AST--RW-POL-006366,insulator_damage,high,2025-08-19,2026-01-27,planned,37.3,48.4
DEF-00004373,INS-0000510,AST-SEQ-POL-000425,vegetation_clearance,high,2026-04-23,2026-09-25,planned,26.2,27.6
DEF-00004374,INS-0002610,AST-CQI-REC-005248,insulator_damage,low,2025-07-22,2025-12-04,planned,9.6,32.3
DEF-00004375,INS-0003301,AST--RW-SWI-007135,termite_damage,high,2025-07-18,2025-12-07,deferred,35.6,22.3
DEF-00004376,INS-0001445,AST-SEQ-POL-001327,leaning_pole,low,2025-09-25,2026-03-15,planned,38.4,27.9
DEF-00004377,INS-0001781,AST-MKY-POL-002994,oil_leak,medium,2025-02-18,2025-05-03,planned,42.9,27.8
DEF-00004378,INS-0002950,AST-MKY-POL-003210,access_blocked,low,2025-05-28,2025-09-26,planned,20.1,28.0
DEF-00004379,INS-0001996,AST-SEQ-POL-001695,access_blocked,medium,2025-09-21,2026-02-16,planned,44.0,49.0
DEF-00004380,INS-0002886,AST-MKY-RIN-002448,oil_leak,low,2026-02-12,2026-06-29,closed,27.2,38.2
DEF-00004381,INS-0000894,AST-TSV-POL-004196,leaning_pole,high,2025-07-02,2025-12-03,planned,25.8,33.4
DEF-00004382,INS-0002565,AST-TSV-TRA-003744,termite_damage,high,2025-09-23,2026-03-03,open,56.3,29.5
DEF-00004383,INS-0003085,AST-CQI-TRA-005202,termite_damage,high,2026-01-15,2026-06-22,closed,48.3,28.2
DEF-00004384,INS-0001071,AST--RW-POL-006679,flood_damage,medium,2026-03-28,2026-06-10,closed,17.8,25.9
DEF-00004385,INS-0003095,AST-SEQ-POL-000256,leaning_pole,low,2025-12-16,2026-04-08,planned,43.8,33.3
DEF-00004386,INS-0003435,AST-CQI-TRA-005587,crossarm_corrosion,high,2025-01-12,2025-02-02,closed,37.0,32.6
DEF-00004387,INS-0001250,AST-CQI-SEC-005392,leaning_pole,medium,2025-11-28,2025-12-16,planned,24.8,35.9
DEF-00004388,INS-0000879,AST--RW-POL-007793,insulator_damage,medium,2025-06-09,2025-10-22,closed,29.3,44.9
DEF-00004389,INS-0001623,AST-CQI-POL-005276,leaning_pole,medium,2025-07-21,2025-12-05,open,25.6,32.1
DEF-00004390,INS-0000647,AST-SEQ-POL-001426,access_blocked,high,2024-12-23,2025-05-02,open,30.2,34.5
DEF-00004391,INS-0000084,AST-SEQ-POL-000543,flood_damage,low,2025-03-03,2025-08-29,closed,23.7,23.6
DEF-00004392,INS-0003374,AST-TSV-POL-003957,insulator_damage,high,2025-11-17,2026-03-28,planned,22.7,11.2
DEF-00004393,INS-0002489,AST-SEQ-POL-000487,access_blocked,high,2025-12-08,2026-05-23,open,10.3,30.1
DEF-00004394,INS-0001681,AST-TSV-POL-004842,oil_leak,medium,2025-09-08,2026-01-14,deferred,30.7,36.3
DEF-00004395,INS-0000674,AST--RW-POL-006607,lightning_damage,high,2025-04-19,2025-09-27,closed,20.1,33.8
DEF-00004396,INS-0003453,AST-SEQ-POL-000701,crossarm_corrosion,low,2026-04-19,2026-09-17,open,28.2,37.8
DEF-00004397,INS-0001000,AST-SEQ-POL-002155,access_blocked,high,2026-05-10,2026-11-04,closed,23.9,29.1
DEF-00004398,INS-0000338,AST-TSV-TRA-003346,access_blocked,low,2025-05-25,2025-09-01,open,15.1,46.1
DEF-00004399,INS-0000583,AST-MKY-CON-002453,oil_leak,medium,2025-08-20,2026-01-21,deferred,12.3,24.3
DEF-00004400,INS-0000039,AST-CQI-POL-005169,insulator_damage,medium,2025-11-10,2026-01-26,closed,12.4,30.7
DEF-00004401,INS-0003448,AST--RW-TRA-007326,leaning_pole,medium,2025-06-17,2025-07-07,planned,47.1,37.0
DEF-00004402,INS-0001558,AST-SEQ-REC-000612,termite_damage,medium,2026-03-19,2026-06-03,deferred,29.0,46.6
DEF-00004403,INS-0000705,AST-SEQ-POL-000359,crossarm_corrosion,medium,2025-12-02,2026-01-22,open,22.3,15.8
DEF-00004404,INS-0000889,AST-TSV-SEC-004297,access_blocked,high,2025-10-25,2026-03-06,closed,40.9,33.2
DEF-00004405,INS-0000325,AST-MKY-POL-002401,conductor_sag,high,2025-03-11,2025-07-24,closed,38.2,26.8
DEF-00004406,INS-0002561,AST-SEQ-RIN-001810,termite_damage,high,2025-12-24,2026-04-15,open,34.2,33.7
DEF-00004407,INS-0002414,AST-MKY-SEC-002393,termite_damage,low,2025-01-12,2025-03-20,planned,19.4,30.9
DEF-00004408,INS-0002376,AST--RW-POL-006209,leaning_pole,high,2025-12-06,2026-06-04,planned,31.5,12.5
DEF-00004409,INS-0002996,AST-TSV-POL-003426,lightning_damage,medium,2025-04-14,2025-09-06,closed,29.7,18.0
DEF-00004410,INS-0001276,AST-SEQ-POL-000032,flood_damage,medium,2025-11-14,2026-02-20,open,31.7,27.8
DEF-00004411,INS-0001106,AST-TSV-TRA-004153,lightning_damage,medium,2025-04-26,2025-09-24,open,21.6,30.9
DEF-00004412,INS-0001980,AST--RW-RIN-006247,vegetation_clearance,low,2025-10-09,2026-04-06,deferred,35.9,37.9
DEF-00004413,INS-0000918,AST-TSV-POL-003789,access_blocked,low,2025-05-16,2025-07-17,deferred,37.4,28.4
DEF-00004414,INS-0003405,AST-MKY-CON-002936,conductor_sag,high,2025-09-20,2026-03-17,closed,47.9,37.8
DEF-00004415,INS-0002780,AST-TSV-POL-004283,termite_damage,medium,2025-04-03,2025-06-10,open,27.2,45.8
DEF-00004416,INS-0001297,AST--RW-POL-006914,crossarm_corrosion,medium,2025-03-28,2025-04-23,deferred,30.0,18.4
DEF-00004417,INS-0003109,AST-MKY-POL-002941,lightning_damage,high,2025-05-09,2025-07-13,deferred,24.8,31.4
DEF-00004418,INS-0001595,AST-SEQ-POL-002011,lightning_damage,low,2025-10-01,2026-03-27,closed,49.0,32.0
DEF-00004419,INS-0003147,AST-SEQ-POL-001703,conductor_sag,high,2024-12-10,2025-05-24,open,29.6,28.6
DEF-00004420,INS-0001825,AST-TSV-POL-003511,crossarm_corrosion,high,2026-04-15,2026-05-21,planned,30.0,41.6
DEF-00004421,INS-0001057,AST-TSV-POL-003985,conductor_sag,high,2025-06-11,2025-11-04,open,34.0,28.5
DEF-00004422,INS-0001179,AST-TSV-POL-004666,oil_leak,medium,2024-12-10,2025-03-17,open,33.6,32.3
DEF-00004423,INS-0002244,AST-SEQ-POL-000169,oil_leak,high,2026-01-23,2026-05-05,planned,42.7,27.9
DEF-00004424,INS-0001961,AST--RW-POL-007181,termite_damage,medium,2025-07-21,2025-07-29,closed,10.8,26.3
DEF-00004425,INS-0002999,AST-CQI-SWI-005632,termite_damage,medium,2026-05-15,2026-08-07,deferred,29.4,35.1
DEF-00004426,INS-0002181,AST-TSV-POL-004338,access_blocked,medium,2025-03-07,2025-03-29,open,29.1,30.5
DEF-00004427,INS-0000639,AST-SEQ-POL-001608,crossarm_corrosion,low,2025-08-03,2025-10-26,closed,9.3,26.4
DEF-00004428,INS-0000086,AST-TSV-CON-004152,oil_leak,high,2026-05-01,2026-08-28,planned,31.7,36.2
DEF-00004429,INS-0002638,AST--RW-POL-006390,flood_damage,high,2025-09-10,2026-01-20,closed,36.6,18.9
DEF-00004430,INS-0000333,AST-SEQ-POL-000343,oil_leak,medium,2025-01-15,2025-04-20,planned,35.8,50.0
DEF-00004431,INS-0001176,AST--RW-POL-007653,flood_damage,low,2026-02-28,2026-04-14,closed,22.3,16.8
DEF-00004432,INS-0000656,AST-TSV-POL-004078,lightning_damage,medium,2026-03-15,2026-05-07,open,26.7,30.6
DEF-00004433,INS-0002017,AST-CQI-SEC-005291,crossarm_corrosion,low,2026-04-16,2026-07-15,open,31.3,16.6
DEF-00004434,INS-0002575,AST--RW-SEC-006450,termite_damage,low,2025-08-27,2026-02-22,planned,29.8,33.7
DEF-00004435,INS-0000696,AST-CQI-POL-005547,lightning_damage,high,2024-12-18,2025-06-07,closed,35.1,38.6
DEF-00004436,INS-0002044,AST-CQI-POL-005962,vegetation_clearance,low,2025-10-12,2025-11-17,planned,25.0,47.3
DEF-00004437,INS-0001972,AST--RW-POL-007644,flood_damage,medium,2025-11-22,2026-02-06,deferred,26.4,33.8
DEF-00004438,INS-0003189,AST--RW-TRA-007850,vegetation_clearance,high,2025-02-06,2025-04-26,deferred,44.6,34.9
DEF-00004439,INS-0000075,AST--RW-TRA-006700,oil_leak,low,2025-05-14,2025-10-23,deferred,18.0,31.8
DEF-00004440,INS-0001588,AST--RW-POL-006760,insulator_damage,low,2025-08-23,2025-11-06,deferred,36.8,28.9
DEF-00004441,INS-0001005,AST-SEQ-POL-000778,leaning_pole,high,2025-08-26,2025-11-19,open,42.6,19.5
DEF-00004442,INS-0000242,AST-SEQ-POL-001379,leaning_pole,low,2025-07-31,2026-01-27,closed,47.0,20.2
DEF-00004443,INS-0002455,AST-TSV-TRA-004291,access_blocked,high,2025-08-21,2026-01-12,deferred,22.8,32.7
DEF-00004444,INS-0002657,AST-SEQ-POL-000468,insulator_damage,high,2025-11-21,2026-04-04,open,26.8,26.7
DEF-00004445,INS-0000138,AST--RW-POL-006792,conductor_sag,high,2025-05-16,2025-06-07,open,42.1,25.6
DEF-00004446,INS-0003151,AST-TSV-TRA-004411,lightning_damage,high,2025-03-24,2025-09-08,closed,19.5,28.1
DEF-00004447,INS-0001498,AST-MKY-TRA-003101,oil_leak,high,2026-02-15,2026-03-27,planned,42.7,31.3
DEF-00004448,INS-0000835,AST-CQI-POL-005980,access_blocked,high,2026-03-05,2026-07-28,open,42.5,15.1
DEF-00004449,INS-0000706,AST--RW-POL-007589,flood_damage,high,2025-09-03,2025-11-24,open,29.1,38.7
DEF-00004450,INS-0003090,AST-SEQ-POL-002027,vegetation_clearance,low,2025-07-02,2025-11-01,closed,35.2,13.9
DEF-00004451,INS-0000283,AST-TSV-POL-004318,oil_leak,low,2026-02-01,2026-03-05,open,40.7,31.4
DEF-00004452,INS-0003377,AST-MKY-POL-003251,leaning_pole,high,2025-11-25,2025-12-16,planned,22.9,38.4
DEF-00004453,INS-0000440,AST-MKY-POL-002753,lightning_damage,medium,2025-08-26,2026-02-03,open,46.3,14.5
DEF-00004454,INS-0002151,AST-TSV-POL-004661,oil_leak,medium,2025-05-24,2025-07-27,open,34.5,32.7
DEF-00004455,INS-0001098,AST--RW-POL-007738,insulator_damage,high,2025-03-31,2025-04-19,open,38.6,24.3
DEF-00004456,INS-0002423,AST-CQI-POL-005713,access_blocked,high,2026-01-06,2026-06-26,planned,20.3,33.1
DEF-00004457,INS-0001546,AST-CQI-TRA-005809,insulator_damage,high,2026-01-03,2026-05-11,open,45.6,21.9
DEF-00004458,INS-0003272,AST-MKY-TRA-003101,conductor_sag,medium,2026-04-24,2026-05-24,planned,33.4,29.4
DEF-00004459,INS-0002762,AST-SEQ-POL-001252,vegetation_clearance,high,2024-12-06,2025-04-22,planned,35.2,23.5
DEF-00004460,INS-0003449,AST-SEQ-TRA-000603,insulator_damage,low,2026-03-20,2026-07-28,deferred,20.2,17.0
DEF-00004461,INS-0000700,AST-CQI-POL-005448,flood_damage,medium,2026-04-24,2026-06-14,planned,27.3,39.5
DEF-00004462,INS-0002045,AST--RW-POL-006134,flood_damage,medium,2026-03-23,2026-05-08,open,38.7,55.6
DEF-00004463,INS-0002108,AST-TSV-TRA-004373,flood_damage,high,2026-03-03,2026-05-07,planned,21.3,32.0
DEF-00004464,INS-0000511,AST-TSV-POL-003856,access_blocked,medium,2025-09-15,2025-12-21,open,28.6,41.6
DEF-00004465,INS-0001643,AST-MKY-CON-003283,vegetation_clearance,medium,2026-02-17,2026-05-04,open,36.5,27.3
DEF-00004466,INS-0001513,AST-CQI-POL-006114,flood_damage,low,2026-04-16,2026-07-24,deferred,32.2,26.8
DEF-00004467,INS-0002085,AST-SEQ-SWI-000928,vegetation_clearance,high,2025-09-27,2025-10-04,open,31.6,22.4
DEF-00004468,INS-0002318,AST-TSV-POL-004598,leaning_pole,high,2026-01-22,2026-07-21,closed,24.6,14.0
DEF-00004469,INS-0001998,AST-TSV-CON-003795,flood_damage,low,2025-05-07,2025-11-03,deferred,43.2,33.7
DEF-00004470,INS-0002233,AST-SEQ-REC-000907,vegetation_clearance,low,2025-06-16,2025-08-04,deferred,22.7,27.4
DEF-00004471,INS-0001082,AST-TSV-RIN-004057,crossarm_corrosion,high,2025-12-20,2026-02-10,closed,22.7,19.2
DEF-00004472,INS-0001490,AST-SEQ-CON-001706,insulator_damage,high,2026-03-09,2026-07-03,closed,31.3,31.9
DEF-00004473,INS-0003111,AST--RW-POL-007564,oil_leak,medium,2025-07-09,2026-01-02,deferred,20.4,15.3
DEF-00004474,INS-0002173,AST-SEQ-POL-001194,termite_damage,medium,2025-08-15,2025-10-01,planned,31.4,30.1
DEF-00004475,INS-0002257,AST--RW-SEC-006783,insulator_damage,low,2025-09-26,2026-03-10,planned,22.8,9.4
DEF-00004476,INS-0000231,AST-SEQ-TRA-000673,conductor_sag,high,2025-08-16,2026-02-10,deferred,26.3,32.9
DEF-00004477,INS-0001338,AST-MKY-POL-003136,crossarm_corrosion,medium,2024-12-14,2025-04-10,planned,31.7,29.6
DEF-00004478,INS-0003363,AST-CQI-POL-005062,flood_damage,high,2025-04-18,2025-09-30,closed,33.4,44.4
DEF-00004479,INS-0001171,AST-CQI-TRA-005716,termite_damage,low,2026-01-14,2026-02-16,planned,31.4,26.5
DEF-00004480,INS-0002444,AST-SEQ-POL-000240,vegetation_clearance,low,2026-02-12,2026-02-21,open,30.8,22.7
DEF-00004481,INS-0002366,AST--RW-POL-006175,crossarm_corrosion,medium,2025-08-21,2025-10-03,open,14.1,33.1
DEF-00004482,INS-0001298,AST-MKY-TRA-002282,vegetation_clearance,medium,2025-04-22,2025-10-18,planned,14.9,36.3
DEF-00004483,INS-0003495,AST-CQI-POL-005167,conductor_sag,medium,2025-08-22,2026-01-08,planned,34.8,42.5
DEF-00004484,INS-0002947,AST--RW-POL-007451,conductor_sag,high,2024-12-30,2025-03-30,closed,37.9,25.2
DEF-00004485,INS-0000413,AST-SEQ-POL-002042,insulator_damage,low,2024-11-28,2025-02-05,planned,32.0,41.9
DEF-00004486,INS-0000859,AST-TSV-POL-003593,flood_damage,medium,2024-12-23,2025-04-27,deferred,45.9,31.0
DEF-00004487,INS-0001538,AST-SEQ-TRA-001355,access_blocked,low,2025-04-30,2025-05-21,deferred,34.0,6.3
DEF-00004488,INS-0002091,AST-CQI-POL-005612,access_blocked,low,2026-04-07,2026-04-19,closed,27.0,27.1
DEF-00004489,INS-0001473,AST-TSV-POL-003370,insulator_damage,high,2026-02-08,2026-04-18,planned,32.0,35.7
DEF-00004490,INS-0000955,AST-SEQ-TRA-001463,leaning_pole,medium,2025-02-22,2025-06-06,closed,46.4,24.2
DEF-00004491,INS-0002630,AST-CQI-CON-004946,conductor_sag,high,2025-12-06,2026-01-24,open,36.7,28.8
DEF-00004492,INS-0001253,AST-SEQ-POL-000572,conductor_sag,low,2026-01-05,2026-03-05,open,20.0,30.9
DEF-00004493,INS-0002349,AST-TSV-TRA-004820,crossarm_corrosion,medium,2025-07-04,2025-12-12,deferred,28.5,26.2
DEF-00004494,INS-0002955,AST-SEQ-SEC-000296,flood_damage,low,2024-12-29,2025-04-21,open,36.8,6.2
DEF-00004495,INS-0002571,AST--RW-POL-007237,flood_damage,high,2025-02-15,2025-04-29,deferred,26.9,40.8
DEF-00004496,INS-0000081,AST-TSV-POL-003369,vegetation_clearance,medium,2025-10-14,2025-10-29,deferred,44.0,41.1
DEF-00004497,INS-0003155,AST--RW-POL-007047,flood_damage,low,2024-12-14,2025-06-05,planned,34.8,17.7
DEF-00004498,INS-0002210,AST-SEQ-TRA-000923,access_blocked,high,2025-02-24,2025-05-17,deferred,33.8,31.9
DEF-00004499,INS-0003017,AST--RW-POL-007049,flood_damage,low,2025-12-05,2026-03-16,open,8.9,31.0
DEF-00004500,INS-0000560,AST-SEQ-SWI-000469,crossarm_corrosion,medium,2025-12-16,2026-06-04,closed,49.1,36.9
DEF-00004501,INS-0001117,AST--RW-TRA-006774,access_blocked,high,2025-07-31,2025-10-06,planned,41.1,39.7
DEF-00004502,INS-0000954,AST--RW-POL-007203,oil_leak,medium,2026-04-29,2026-07-29,planned,39.9,30.6
DEF-00004503,INS-0002718,AST--RW-POL-007592,oil_leak,high,2025-03-24,2025-08-01,closed,22.9,45.7
DEF-00004504,INS-0000393,AST-SEQ-POL-001944,flood_damage,high,2026-04-18,2026-05-05,closed,32.5,30.2
DEF-00004505,INS-0000357,AST-TSV-CON-004792,insulator_damage,medium,2026-02-02,2026-07-06,planned,33.9,40.2
DEF-00004506,INS-0003468,AST-TSV-POL-004216,leaning_pole,high,2025-07-04,2025-10-12,closed,41.2,17.3
DEF-00004507,INS-0001944,AST-SEQ-SEC-001326,flood_damage,medium,2025-07-31,2025-09-14,open,34.2,36.5
DEF-00004508,INS-0003493,AST--RW-SEC-007338,conductor_sag,low,2026-03-01,2026-07-04,open,16.7,33.6
DEF-00004509,INS-0000271,AST-MKY-TRA-002963,vegetation_clearance,medium,2025-04-01,2025-05-12,open,32.1,29.1
DEF-00004510,INS-0003496,AST-TSV-POL-003769,flood_damage,low,2025-04-18,2025-07-31,closed,2.2,41.1
DEF-00004511,INS-0000169,AST-SEQ-POL-002039,crossarm_corrosion,low,2026-01-31,2026-03-22,planned,53.3,15.0
DEF-00004512,INS-0002388,AST-SEQ-POL-000958,access_blocked,medium,2025-02-12,2025-02-20,deferred,22.8,10.7
DEF-00004513,INS-0000647,AST-SEQ-POL-001426,oil_leak,medium,2024-12-23,2025-04-21,closed,23.1,66.1
DEF-00004514,INS-0001210,AST-TSV-POL-003553,insulator_damage,low,2025-06-03,2025-08-13,deferred,23.6,1
DEF-00004515,INS-0001723,AST-MKY-POL-002810,termite_damage,high,2024-12-10,2025-02-18,open,32.7,42.7
DEF-00004516,INS-0002219,AST-CQI-SWI-005492,vegetation_clearance,high,2025-02-07,2025-06-18,planned,20.1,46.4
DEF-00004517,INS-0003169,AST--RW-POL-006761,termite_damage,high,2024-12-21,2025-01-18,open,35.5,36.4
DEF-00004518,INS-0001463,AST-CQI-POL-005139,leaning_pole,medium,2025-11-27,2026-01-10,closed,31.8,36.2
DEF-00004519,INS-0003488,AST-CQI-TRA-005181,lightning_damage,high,2025-11-04,2025-11-20,closed,32.4,12.1
DEF-00004520,INS-0000374,AST--RW-POL-007417,conductor_sag,low,2026-01-20,2026-07-15,planned,35.2,32.9
DEF-00004521,INS-0003359,AST-SEQ-POL-002156,conductor_sag,low,2026-03-24,2026-06-12,closed,21.6,39.4
DEF-00004522,INS-0002230,AST--RW-POL-007368,conductor_sag,medium,2025-05-29,2025-06-26,open,31.3,30.3
DEF-00004523,INS-0002826,AST-CQI-POL-005813,insulator_damage,medium,2025-11-13,2025-12-16,closed,52.3,47.1
DEF-00004524,INS-0001254,AST-TSV-CON-003656,flood_damage,low,2025-11-06,2025-12-04,planned,27.2,33.7
DEF-00004525,INS-0003306,AST-TSV-POL-004622,oil_leak,medium,2025-06-03,2025-11-29,open,24.6,19.5
DEF-00004526,INS-0003160,AST-TSV-SEC-004099,termite_damage,medium,2025-07-24,2026-01-14,planned,35.3,44.5
DEF-00004527,INS-0001102,AST-MKY-POL-002728,lightning_damage,medium,2025-10-18,2026-02-20,open,19.7,24.9
DEF-00004528,INS-0001739,AST-MKY-TRA-002211,conductor_sag,low,2025-10-30,2025-12-07,closed,56.0,23.5
DEF-00004529,INS-0000311,AST--RW-POL-007937,crossarm_corrosion,low,2026-01-27,2026-07-23,planned,33.9,29.8
DEF-00004530,INS-0001646,AST-SEQ-SWI-000379,crossarm_corrosion,high,2026-05-15,2026-10-18,closed,32.6,42.0
DEF-00004531,INS-0003110,AST-SEQ-POL-000541,flood_damage,high,2025-09-13,2025-11-01,deferred,32.5,35.3
DEF-00004532,INS-0003034,AST-MKY-SWI-002415,flood_damage,medium,2025-09-20,2026-02-27,open,32.9,5.0
DEF-00004533,INS-0000651,AST--RW-SWI-007031,leaning_pole,high,2025-07-14,2025-10-31,planned,30.0,38.2
DEF-00004534,INS-0001726,AST--RW-POL-006309,leaning_pole,medium,2025-04-16,2025-09-02,deferred,30.1,35.6
DEF-00004535,INS-0001261,AST--RW-POL-006366,leaning_pole,low,2025-08-19,2026-01-23,open,34.2,26.8
DEF-00004536,INS-0000505,AST--RW-POL-007643,crossarm_corrosion,low,2025-12-22,2026-05-20,open,38.2,41.9
DEF-00004537,INS-0001343,AST-TSV-POL-004488,insulator_damage,medium,2025-12-05,2026-05-20,closed,11.8,24.1
DEF-00004538,INS-0000080,AST-CQI-POL-005460,vegetation_clearance,medium,2024-12-23,2025-03-23,planned,16.5,34.3
DEF-00004539,INS-0002898,AST-TSV-POL-004175,crossarm_corrosion,high,2025-04-23,2025-06-04,closed,24.7,21.5
DEF-00004540,INS-0000843,AST-CQI-POL-005465,flood_damage,medium,2025-05-23,2025-07-15,open,33.3,24.2
DEF-00004541,INS-0003071,AST-SEQ-POL-000491,flood_damage,low,2026-05-08,2026-08-05,planned,53.1,37.9
DEF-00004542,INS-0001561,AST--RW-POL-006348,leaning_pole,low,2026-01-31,2026-03-03,closed,17.1,30.7
DEF-00004543,INS-0003482,AST--RW-CON-006208,access_blocked,medium,2025-10-10,2026-02-07,closed,23.2,32.5
